query,dag_id,dag_text,tools,edges,topo_family,source,split,strict_fix_applied,had_duplicate_node_labels,original_tools,tool_count,canonical_dag_hash,canonical_toolset_hash,num_nodes,num_edges,query_condition,structural_twin_group,heldout_topology,dataset_version
"Please sort the task depending on its condition and also try again for any task that didn't succeed. Once both are finished, restart the service, and after that, run the worker tasks and change usernames at the same time.",785,"restart_service -> edit_username, restart_service -> fanout_tasks_to_workers, retry_failed_task -> restart_service, route_task_by_condition -> restart_service",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,c766769f90660990,aa55d38f685ec8b9,5,4,paraphrase,aa55d38f685ec8b9,False,campaign_v4
"First, the task must be routed based on its condition, and retrying failed tasks needs to happen as well. These two steps are independent of each other and can run concurrently. Once both are complete, the service should be restarted. When the service restart finishes, fanout tasks to workers and edit usernames simultaneously.",785,"restart_service -> edit_username, restart_service -> fanout_tasks_to_workers, retry_failed_task -> restart_service, route_task_by_condition -> restart_service",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,c766769f90660990,aa55d38f685ec8b9,5,4,structural_clear,aa55d38f685ec8b9,False,campaign_v4
"Start by organizing the task according to its condition while simultaneously attempting to reprocess any failed tasks. After both of these actions are done, restart the service. Once the restart is complete, the worker tasks can be distributed and usernames edited at the same time.",785,"restart_service -> edit_username, restart_service -> fanout_tasks_to_workers, retry_failed_task -> restart_service, route_task_by_condition -> restart_service",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,c766769f90660990,aa55d38f685ec8b9,5,4,structural_paraphrase,aa55d38f685ec8b9,False,campaign_v4
"First, sort the incoming task appropriately, and try redoing any operations that didn't work earlier. Once both steps are handled, refresh the service. After the service is refreshed, send out jobs to different workers and make changes to user accounts concurrently.",785,"restart_service -> edit_username, restart_service -> fanout_tasks_to_workers, retry_failed_task -> restart_service, route_task_by_condition -> restart_service",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,c766769f90660990,aa55d38f685ec8b9,5,4,lexical,aa55d38f685ec8b9,False,campaign_v4
"Begin by sorting the task under the right category, but make sure to revisit any tasks that failed earlier at the same time. Once these are both completed, restart everything, and after that, divide up tasks among your team while also updating user profiles. These last two actions should happen simultaneously.",785,"restart_service -> edit_username, restart_service -> fanout_tasks_to_workers, retry_failed_task -> restart_service, route_task_by_condition -> restart_service",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,c766769f90660990,aa55d38f685ec8b9,5,4,confusable,aa55d38f685ec8b9,False,campaign_v4
"First, determine the correct path for the task to follow, and only after that, retry any tasks that failed. While that’s happening, make sure the service is restarted so that tasks can be distributed to multiple workers. Finally, once the retries are done and the workers have completed their tasks, update the username.",786,"fanout_tasks_to_workers -> edit_username, restart_service -> fanout_tasks_to_workers, retry_failed_task -> edit_username, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;2->3;1->4;3->4,w_shape,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,512a41c37a1f646f,aa55d38f685ec8b9,5,4,standard,aa55d38f685ec8b9,False,campaign_v4
"Start by figuring out which route the task should take. Afterward, attempt to process any failed tasks. At the same time, restart the service to ensure it’s running, and then send tasks out to the workers concurrently. When both the retries are completed and the workers are done with their jobs, you can proceed to change the username.",786,"fanout_tasks_to_workers -> edit_username, restart_service -> fanout_tasks_to_workers, retry_failed_task -> edit_username, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;2->3;1->4;3->4,w_shape,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,512a41c37a1f646f,aa55d38f685ec8b9,5,4,paraphrase,aa55d38f685ec8b9,False,campaign_v4
"The workflow begins with routing the task based on specific conditions. Once the routing is finished, any failed tasks need to be retried. Separately, the service should be restarted, and only after it’s fully operational can tasks be distributed to the workers. Finally, the username can be updated, but only after both the retries and the worker tasks have been completed.",786,"fanout_tasks_to_workers -> edit_username, restart_service -> fanout_tasks_to_workers, retry_failed_task -> edit_username, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;2->3;1->4;3->4,w_shape,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,512a41c37a1f646f,aa55d38f685ec8b9,5,4,structural_clear,aa55d38f685ec8b9,False,campaign_v4
"Start by deciding the task’s path based on conditions. Only after this is complete can you handle any tasks that didn’t succeed the first time. Concurrently, reboot the service, so it’s ready to dispatch tasks to multiple workers. When both the failed tasks are retried and the workers are done processing, you’ll be able to go ahead with modifying the username.",786,"fanout_tasks_to_workers -> edit_username, restart_service -> fanout_tasks_to_workers, retry_failed_task -> edit_username, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;2->3;1->4;3->4,w_shape,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,512a41c37a1f646f,aa55d38f685ec8b9,5,4,structural_paraphrase,aa55d38f685ec8b9,False,campaign_v4
"Figure out where the task should go based on its details, and then take care of anything that didn’t work earlier. Make sure the system is up and running again so you can send out work to different team members at the same time. After ensuring both the retries and the distributed tasks are all resolved, you can make changes to the user information.",786,"fanout_tasks_to_workers -> edit_username, restart_service -> fanout_tasks_to_workers, retry_failed_task -> edit_username, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;2->3;1->4;3->4,w_shape,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,512a41c37a1f646f,aa55d38f685ec8b9,5,4,lexical,aa55d38f685ec8b9,False,campaign_v4
"Organize the tasks by identifying their conditions first, then tackle any incomplete ones. While doing that, make sure the system is refreshed and capable of handing out work to multiple agents simultaneously. Once those steps are done, and all work is accounted for, you can proceed to update the user profile details.",786,"fanout_tasks_to_workers -> edit_username, restart_service -> fanout_tasks_to_workers, retry_failed_task -> edit_username, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;2->3;1->4;3->4,w_shape,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,512a41c37a1f646f,aa55d38f685ec8b9,5,4,confusable,aa55d38f685ec8b9,False,campaign_v4
"Start by deciding the task's route based on conditions. Once that's done, either retry any failed tasks, restart the service, or distribute tasks to workers. After the tasks are distributed, update the username.",787,"fanout_tasks_to_workers -> edit_username, route_task_by_condition -> fanout_tasks_to_workers, route_task_by_condition -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,b63dcd3d88deebdc,aa55d38f685ec8b9,5,4,standard,aa55d38f685ec8b9,False,campaign_v4
"Begin by routing the task according to its condition. Afterward, you can concurrently attempt to retry a failed task, reboot the service, or spread out work to multiple workers. Once the work distribution is finished, proceed to modify the username.",787,"fanout_tasks_to_workers -> edit_username, route_task_by_condition -> fanout_tasks_to_workers, route_task_by_condition -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,b63dcd3d88deebdc,aa55d38f685ec8b9,5,4,paraphrase,aa55d38f685ec8b9,False,campaign_v4
"First, determine how the task should be routed. After the routing is complete, you can simultaneously handle retries for tasks that failed, restart the necessary service, and allocate tasks to various workers. The username can only be updated after the task distribution is fully completed.",787,"fanout_tasks_to_workers -> edit_username, route_task_by_condition -> fanout_tasks_to_workers, route_task_by_condition -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,b63dcd3d88deebdc,aa55d38f685ec8b9,5,4,structural_clear,aa55d38f685ec8b9,False,campaign_v4
"Start by figuring out the appropriate routing for the task. Once that step is complete, you can concurrently focus on three activities: addressing failed tasks, rebooting the service, and sending tasks to multiple workers. Only after distributing the work can you update the username.",787,"fanout_tasks_to_workers -> edit_username, route_task_by_condition -> fanout_tasks_to_workers, route_task_by_condition -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,b63dcd3d88deebdc,aa55d38f685ec8b9,5,4,structural_paraphrase,aa55d38f685ec8b9,False,campaign_v4
"First, decide how the workflow will proceed based on specific criteria. After that, you can try fixing any issues, refresh the necessary process, and assign responsibilities to a group of workers all at the same time. Once the assignments are finalized, make any necessary changes to the user's display name.",787,"fanout_tasks_to_workers -> edit_username, route_task_by_condition -> fanout_tasks_to_workers, route_task_by_condition -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,b63dcd3d88deebdc,aa55d38f685ec8b9,5,4,lexical,aa55d38f685ec8b9,False,campaign_v4
"Start by analyzing the situation to determine the direction the task should take. After that's sorted, you can work on fixing incomplete items, restarting a system component, and splitting up jobs across multiple team members, all in parallel. Finally, once the jobs are divided, make adjustments to the user's name.",787,"fanout_tasks_to_workers -> edit_username, route_task_by_condition -> fanout_tasks_to_workers, route_task_by_condition -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,b63dcd3d88deebdc,aa55d38f685ec8b9,5,4,confusable,aa55d38f685ec8b9,False,campaign_v4
"Start by determining how the task should be categorized. After that, depending on the outcome, retry any tasks that failed, restart the service, fan out multiple tasks to workers, and update the username, all happening at the same time.",788,"route_task_by_condition -> edit_username, route_task_by_condition -> fanout_tasks_to_workers, route_task_by_condition -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3;0->4,wide_fanout,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,0af2996560c8ba94,aa55d38f685ec8b9,5,4,standard,aa55d38f685ec8b9,False,campaign_v4
"First, figure out the appropriate way to direct the task. Once that’s done, simultaneously handle any failed tasks by retrying them, reboot the service, distribute tasks to workers, and make changes to the username.",788,"route_task_by_condition -> edit_username, route_task_by_condition -> fanout_tasks_to_workers, route_task_by_condition -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3;0->4,wide_fanout,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,0af2996560c8ba94,aa55d38f685ec8b9,5,4,paraphrase,aa55d38f685ec8b9,False,campaign_v4
"The workflow begins with routing the task based on its condition. Once the routing is complete, four actions must happen concurrently: retrying tasks that didn’t succeed, restarting the service, distributing tasks across workers, and editing the username.",788,"route_task_by_condition -> edit_username, route_task_by_condition -> fanout_tasks_to_workers, route_task_by_condition -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3;0->4,wide_fanout,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,0af2996560c8ba94,aa55d38f685ec8b9,5,4,structural_clear,aa55d38f685ec8b9,False,campaign_v4
"Begin by processing the task to determine its routing path. After this step is completed, four operations should proceed simultaneously: reattempt to address any failed tasks, reset the service, delegate tasks to multiple workers, and modify the username.",788,"route_task_by_condition -> edit_username, route_task_by_condition -> fanout_tasks_to_workers, route_task_by_condition -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3;0->4,wide_fanout,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,0af2996560c8ba94,aa55d38f685ec8b9,5,4,structural_paraphrase,aa55d38f685ec8b9,False,campaign_v4
"Start by figuring out the next step for the task. Once that’s resolved, work on fixing any incomplete processes, bring the system back online, assign workload to others, and update the user’s identification name — all at the same time.",788,"route_task_by_condition -> edit_username, route_task_by_condition -> fanout_tasks_to_workers, route_task_by_condition -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3;0->4,wide_fanout,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,0af2996560c8ba94,aa55d38f685ec8b9,5,4,lexical,aa55d38f685ec8b9,False,campaign_v4
"Begin by deciding how to handle the task. After completing that, simultaneously retry incomplete operations, reinitialize the system, distribute responsibilities to workers, and change user account details.",788,"route_task_by_condition -> edit_username, route_task_by_condition -> fanout_tasks_to_workers, route_task_by_condition -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3;0->4,wide_fanout,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,0af2996560c8ba94,aa55d38f685ec8b9,5,4,confusable,aa55d38f685ec8b9,False,campaign_v4
"Start by routing the task based on its condition. After that, if anything fails, try it again. Once the retry is done, restart the service. At the same time as restarting the service, make sure to update the username. Finally, fan out the tasks to workers once both the service has restarted and the username update is complete.",789,"edit_username -> fanout_tasks_to_workers, restart_service -> fanout_tasks_to_workers, retry_failed_task -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;1->2;2->3;4->3,deep_asymmetric_merge,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,d88e30cc77116613,aa55d38f685ec8b9,5,4,standard,aa55d38f685ec8b9,False,campaign_v4
"Begin by directing the task depending on its condition. Next, handle any failures by making another attempt. When that’s done, move on to restarting the service. Simultaneously, make the necessary changes to the username. Only after both of these are finished, distribute the tasks to the workers.",789,"edit_username -> fanout_tasks_to_workers, restart_service -> fanout_tasks_to_workers, retry_failed_task -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;1->2;2->3;4->3,deep_asymmetric_merge,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,d88e30cc77116613,aa55d38f685ec8b9,5,4,paraphrase,aa55d38f685ec8b9,False,campaign_v4
"The workflow starts by routing the task according to its condition. After that, retries for any failed tasks happen. Once retries are complete, the service can be restarted. At the same time as restarting the service, the username must be updated. Finally, the tasks are distributed to workers, but this happens only after both the service restart and username update are finished.",789,"edit_username -> fanout_tasks_to_workers, restart_service -> fanout_tasks_to_workers, retry_failed_task -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;1->2;2->3;4->3,deep_asymmetric_merge,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,d88e30cc77116613,aa55d38f685ec8b9,5,4,structural_clear,aa55d38f685ec8b9,False,campaign_v4
"First, the task is routed based on a condition. Then, failed tasks are retried, which must be completed before restarting the service. In parallel, the username is edited while the service restart is happening. When both the username change and service restart are done, the tasks are distributed to all workers.",789,"edit_username -> fanout_tasks_to_workers, restart_service -> fanout_tasks_to_workers, retry_failed_task -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;1->2;2->3;4->3,deep_asymmetric_merge,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,d88e30cc77116613,aa55d38f685ec8b9,5,4,structural_paraphrase,aa55d38f685ec8b9,False,campaign_v4
"Start by deciding how to handle the task depending on its type. If anything doesn’t go through, make another attempt to complete it. After that, get the system back up and running. While that’s happening, ensure the user’s name is updated. Finally, when everything is ready, send work out to all necessary teams.",789,"edit_username -> fanout_tasks_to_workers, restart_service -> fanout_tasks_to_workers, retry_failed_task -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;1->2;2->3;4->3,deep_asymmetric_merge,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,d88e30cc77116613,aa55d38f685ec8b9,5,4,lexical,aa55d38f685ec8b9,False,campaign_v4
"First, sort the task into paths depending on certain conditions. Once that’s done, try again if any issues occur. Restart the system when retries are complete. Alongside rebooting, make the needed tweaks to the username. After both of those are taken care of, distribute tasks out as needed to multiple workers.",789,"edit_username -> fanout_tasks_to_workers, restart_service -> fanout_tasks_to_workers, retry_failed_task -> restart_service, route_task_by_condition -> retry_failed_task",route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,0->1;1->2;2->3;4->3,deep_asymmetric_merge,azure_gpt4o,candidate_only,FALSE,FALSE,route_task_by_condition;retry_failed_task;restart_service;fanout_tasks_to_workers;edit_username,30,d88e30cc77116613,aa55d38f685ec8b9,5,4,confusable,aa55d38f685ec8b9,False,campaign_v4
"First, set up a virtual machine. Then, record the necessary information in the database. Next, review the security policies to ensure compliance. After that, send out a notification to the user group. Finally, distribute tasks to the workers.",790,"dispatch_message_to_usergroup -> fanout_tasks_to_workers, provision_virtual_machine -> write_database_record, read_security_policy -> dispatch_message_to_usergroup, write_database_record -> read_security_policy",provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,0->1;1->2;2->3;3->4,chain_long_5,azure_gpt4o,candidate_only,FALSE,FALSE,provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,30,d51e628afe379785,e485d130e3ea3818,5,4,standard,e485d130e3ea3818,False,campaign_v4
"Start by creating a virtual machine. Once that’s done, add the required data into the database. After that, check the security policies to make sure everything is in order. Then, notify the group of users. Lastly, assign the tasks to the workers for execution.",790,"dispatch_message_to_usergroup -> fanout_tasks_to_workers, provision_virtual_machine -> write_database_record, read_security_policy -> dispatch_message_to_usergroup, write_database_record -> read_security_policy",provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,0->1;1->2;2->3;3->4,chain_long_5,azure_gpt4o,candidate_only,FALSE,FALSE,provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,30,d51e628afe379785,e485d130e3ea3818,5,4,paraphrase,e485d130e3ea3818,False,campaign_v4
"This process is entirely sequential. Provisioning the virtual machine must happen first because the database record depends on it. Writing to the database must be completed before reading the security policy. Checking the security policy is necessary before sending messages to the user group. Finally, tasks can only be distributed to workers once the user group has been notified.",790,"dispatch_message_to_usergroup -> fanout_tasks_to_workers, provision_virtual_machine -> write_database_record, read_security_policy -> dispatch_message_to_usergroup, write_database_record -> read_security_policy",provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,0->1;1->2;2->3;3->4,chain_long_5,azure_gpt4o,candidate_only,FALSE,FALSE,provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,30,d51e628afe379785,e485d130e3ea3818,5,4,structural_clear,e485d130e3ea3818,False,campaign_v4
"The workflow follows a strict order. Setting up the virtual machine is the initial step, as the database input relies on it. The database should be updated before accessing the security policy. After ensuring the security policy is aligned, the user group can be informed. Distributing tasks to the workers is the final operation, which depends on completing all prior actions.",790,"dispatch_message_to_usergroup -> fanout_tasks_to_workers, provision_virtual_machine -> write_database_record, read_security_policy -> dispatch_message_to_usergroup, write_database_record -> read_security_policy",provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,0->1;1->2;2->3;3->4,chain_long_5,azure_gpt4o,candidate_only,FALSE,FALSE,provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,30,d51e628afe379785,e485d130e3ea3818,5,4,structural_paraphrase,e485d130e3ea3818,False,campaign_v4
"First, arrange a new environment for the tasks to run. Once that’s ready, make sure to log the required details into the system. Afterward, verify the relevant compliance guidelines. Then, pass along an update or announcement to the appropriate group of people. Finally, allocate the workload to the necessary team members to complete the tasks.",790,"dispatch_message_to_usergroup -> fanout_tasks_to_workers, provision_virtual_machine -> write_database_record, read_security_policy -> dispatch_message_to_usergroup, write_database_record -> read_security_policy",provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,0->1;1->2;2->3;3->4,chain_long_5,azure_gpt4o,candidate_only,FALSE,FALSE,provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,30,d51e628afe379785,e485d130e3ea3818,5,4,lexical,e485d130e3ea3818,False,campaign_v4
"First, prepare the infrastructure for the process. Follow that by storing some critical information. Ensure you review the guidelines before notifying a group of people about the next steps. Once the notification is sent out, assign jobs to the team to complete the tasks.",790,"dispatch_message_to_usergroup -> fanout_tasks_to_workers, provision_virtual_machine -> write_database_record, read_security_policy -> dispatch_message_to_usergroup, write_database_record -> read_security_policy",provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,0->1;1->2;2->3;3->4,chain_long_5,azure_gpt4o,candidate_only,FALSE,FALSE,provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,30,d51e628afe379785,e485d130e3ea3818,5,4,confusable,e485d130e3ea3818,False,campaign_v4
"Start by setting up a virtual machine. Once that's ready, and after you've added the necessary record to the database, check the security policy. When the policy is reviewed, notify the user group and distribute tasks to the workers at the same time.",791,"provision_virtual_machine -> read_security_policy, read_security_policy -> dispatch_message_to_usergroup, read_security_policy -> fanout_tasks_to_workers, write_database_record -> read_security_policy",provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,candidate_only,FALSE,FALSE,provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,30,ae8bdac81e29c094,e485d130e3ea3818,5,4,standard,e485d130e3ea3818,False,campaign_v4
"Begin by provisioning a virtual machine and recording the required information in the database. After both of these are finished, review the security policy. Once the policy is verified, send notifications to the user group and initiate task distribution simultaneously.",791,"provision_virtual_machine -> read_security_policy, read_security_policy -> dispatch_message_to_usergroup, read_security_policy -> fanout_tasks_to_workers, write_database_record -> read_security_policy",provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,candidate_only,FALSE,FALSE,provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,30,ae8bdac81e29c094,e485d130e3ea3818,5,4,paraphrase,e485d130e3ea3818,False,campaign_v4
"First, a virtual machine needs to be provisioned. At the same time, a record must be written to the database. Only after both of these steps are complete can the security policy be reviewed. Once the policy review is done, two tasks proceed in parallel: notifying the user group and distributing tasks to the workers.",791,"provision_virtual_machine -> read_security_policy, read_security_policy -> dispatch_message_to_usergroup, read_security_policy -> fanout_tasks_to_workers, write_database_record -> read_security_policy",provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,candidate_only,FALSE,FALSE,provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,30,ae8bdac81e29c094,e485d130e3ea3818,5,4,structural_clear,e485d130e3ea3818,False,campaign_v4
"Provisioning a virtual machine and writing a record in the database must happen first. Both of these actions are prerequisites for reviewing the security policy. Once the policy is reviewed, you can move forward with two actions that happen concurrently: sending messages to the user group and distributing tasks to the workers.",791,"provision_virtual_machine -> read_security_policy, read_security_policy -> dispatch_message_to_usergroup, read_security_policy -> fanout_tasks_to_workers, write_database_record -> read_security_policy",provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,candidate_only,FALSE,FALSE,provision_virtual_machine;write_database_record;read_security_policy;dispatch_message_to_usergroup;fanout_tasks_to_workers,30,ae8bdac81e29c094,e485d130e3ea3818,5,4,structural_paraphrase,e485d130e3ea3818,False,campaign_v4
