query,ground_truth,class_id,intent_family,wrapper_family
Could the system do the following: preserve evidence of the operation in the audit trail,log_audit_event,14,2,6
The user needs us to preserve evidence of the operation in the audit trail,log_audit_event,14,2,7
Operational request: preserve evidence of the operation in the audit trail,log_audit_event,14,2,8
Complete this task safely: preserve evidence of the operation in the audit trail,log_audit_event,14,2,9
write a compliance event rather than opening a support ticket,log_audit_event,14,3,0
Please handle this: write a compliance event rather than opening a support ticket,log_audit_event,14,3,1
Can someone take care of this: write a compliance event rather than opening a support ticket,log_audit_event,14,3,2
This needs attention: write a compliance event rather than opening a support ticket,log_audit_event,14,3,3
The requested operation is: write a compliance event rather than opening a support ticket,log_audit_event,14,3,4
"For the current case, write a compliance event rather than opening a support ticket",log_audit_event,14,3,5
Could the system do the following: write a compliance event rather than opening a support ticket,log_audit_event,14,3,6
The user needs us to write a compliance event rather than opening a support ticket,log_audit_event,14,3,7
Operational request: write a compliance event rather than opening a support ticket,log_audit_event,14,3,8
Complete this task safely: write a compliance event rather than opening a support ticket,log_audit_event,14,3,9
add the security activity to the official system log,log_audit_event,14,4,0
Please handle this: add the security activity to the official system log,log_audit_event,14,4,1
Can someone take care of this: add the security activity to the official system log,log_audit_event,14,4,2
This needs attention: add the security activity to the official system log,log_audit_event,14,4,3
The requested operation is: add the security activity to the official system log,log_audit_event,14,4,4
"For the current case, add the security activity to the official system log",log_audit_event,14,4,5
Could the system do the following: add the security activity to the official system log,log_audit_event,14,4,6
The user needs us to add the security activity to the official system log,log_audit_event,14,4,7
Operational request: add the security activity to the official system log,log_audit_event,14,4,8
Complete this task safely: add the security activity to the official system log,log_audit_event,14,4,9
create an auditable record of what happened on search-node,log_audit_event,14,5,0
Please handle this: create an auditable record of what happened on media-api,log_audit_event,14,5,1
Can someone take care of this: create an auditable record of what happened on catalog-core,log_audit_event,14,5,2
This needs attention: create an auditable record of what happened on identity-edge,log_audit_event,14,5,3
The requested operation is: create an auditable record of what happened on ledger-worker,log_audit_event,14,5,4
"For the current case, create an auditable record of what happened on search-node",log_audit_event,14,5,5
Could the system do the following: create an auditable record of what happened on media-api,log_audit_event,14,5,6
The user needs us to create an auditable record of what happened on catalog-core,log_audit_event,14,5,7
Operational request: create an auditable record of what happened on identity-edge,log_audit_event,14,5,8
Complete this task safely: create an auditable record of what happened on ledger-worker,log_audit_event,14,5,9
