canonical_dag_hash,graph_key,dag_text,tools,edges,tool_count,edge_count,read_count,edit_count,orchestrate_count,action_label,included_primary,source_files,declared_splits
66515d91548c178d,5ebe0805d874a1ef,"check_service_status -> read_database_record, check_service_status -> update_subscription_plan, read_database_record -> create_support_ticket, update_subscription_plan -> create_support_ticket",check_service_status;read_database_record;update_subscription_plan;create_support_ticket,0->1;0->2;1->3;2->3,4,4,2,2,0,mixed,False,test_topology_heldout.csv,test_topology_heldout
eb2a2b4a417650f2,bab135f2b1e53335,"check_service_status -> read_database_record, escalate_case_to_human -> check_service_status, escalate_case_to_human -> restart_service, restart_service -> read_database_record",escalate_case_to_human;restart_service;check_service_status;read_database_record,0->1;0->2;1->3;2->3,4,4,2,1,1,read,True,test_topology_heldout.csv,test_topology_heldout
a7d2731e5734d981,75baa7dd0cfe2d2d,"create_support_ticket -> dispatch_message_to_usergroup, create_support_ticket -> read_subscription_status, dispatch_message_to_usergroup -> restart_service, read_subscription_status -> restart_service",create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,0->1;0->2;1->3;2->3,4,4,1,2,1,edit,True,test_topology_heldout.csv,test_topology_heldout
60ef4f8781b9a425,3bc7edaadd84d21f,"dispatch_message_to_usergroup -> route_task_by_condition, read_database_record -> route_task_by_condition, update_subscription_plan -> dispatch_message_to_usergroup, update_subscription_plan -> read_database_record",update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,0->1;0->2;1->3;2->3,4,4,1,1,2,orchestrate,True,test_topology_heldout.csv,test_topology_heldout
609ebc2e2fa9a094,9c2cc4502b6298d9,"dispatch_message_to_usergroup -> read_user_profile, dispatch_message_to_usergroup -> scan_system_for_malware, read_user_profile -> reset_user_password, scan_system_for_malware -> reset_user_password",dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,0->1;0->2;1->3;2->3,4,4,2,1,1,read,True,test_topology_heldout.csv,test_topology_heldout
3d058bfc96d6a334,cab3182936a12e7f,"edit_username -> restart_service, edit_username -> scan_system_for_malware, restart_service -> read_database_record, scan_system_for_malware -> read_database_record",edit_username;restart_service;scan_system_for_malware;read_database_record,0->1;0->2;1->3;2->3,4,4,2,2,0,mixed,False,test_topology_heldout.csv,test_topology_heldout
b2f1b3ae15772961,d824a4de28714e58,"reset_user_password -> restart_service, reset_user_password -> scan_system_for_malware, restart_service -> read_user_profile, scan_system_for_malware -> read_user_profile",reset_user_password;restart_service;scan_system_for_malware;read_user_profile,0->1;0->2;1->3;2->3,4,4,2,2,0,mixed,False,test_topology_heldout.csv,test_topology_heldout
66d791d3971efa71,061a49fd068a2735,"edit_username -> read_database_record, escalate_case_to_human -> edit_username, escalate_case_to_human -> write_database_record, write_database_record -> read_database_record",escalate_case_to_human;edit_username;write_database_record;read_database_record,0->1;0->2;1->3;2->3,4,4,1,2,1,edit,True,test_topology_heldout.csv,test_topology_heldout
9688d6d2aec7fa4a,d7c5e230cdeb47ef,"edit_username -> restart_service, edit_username -> scan_system_for_malware, restart_service -> write_database_record, scan_system_for_malware -> write_database_record",edit_username;scan_system_for_malware;restart_service;write_database_record,0->1;0->2;1->3;2->3,4,4,1,3,0,edit,True,test_topology_heldout.csv,test_topology_heldout
fd13355ce6819849,bd0529c2cc0d1949,"create_support_ticket -> edit_username, create_support_ticket -> read_access_logs, edit_username -> escalate_case_to_human, read_access_logs -> escalate_case_to_human",create_support_ticket;read_access_logs;edit_username;escalate_case_to_human,0->1;0->2;1->3;2->3,4,4,1,2,1,edit,True,test_topology_heldout.csv,test_topology_heldout
925e16e304eb00ec,eb762d7e733c0892,"create_support_ticket -> reset_user_password, create_support_ticket -> restart_service, reset_user_password -> read_subscription_status, restart_service -> read_subscription_status",create_support_ticket;reset_user_password;restart_service;read_subscription_status,0->1;0->2;1->3;2->3,4,4,1,3,0,edit,True,test_topology_heldout.csv,test_topology_heldout
b535b30a0c016765,2397056b810187f3,"dispatch_message_to_usergroup -> write_database_record, reset_user_password -> write_database_record, update_subscription_plan -> dispatch_message_to_usergroup, update_subscription_plan -> reset_user_password",update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;write_database_record,0->1;0->2;1->3;2->3,4,4,0,3,1,edit,True,test_topology_heldout.csv,test_topology_heldout
7be5ff7f36184e04,daa66c8847525e1b,"create_support_ticket -> update_subscription_plan, edit_username -> update_subscription_plan, write_database_record -> create_support_ticket, write_database_record -> edit_username",write_database_record;edit_username;create_support_ticket;update_subscription_plan,0->1;0->2;1->3;2->3,4,4,0,4,0,edit,True,test_topology_heldout.csv,test_topology_heldout
b8129842091fa0d0,b7a48b1b6623b4a1,"check_service_status -> read_database_record, read_subscription_status -> check_service_status, read_subscription_status -> scan_system_for_malware, scan_system_for_malware -> read_database_record",read_subscription_status;scan_system_for_malware;check_service_status;read_database_record,0->1;0->2;1->3;2->3,4,4,4,0,0,read,True,test_topology_heldout.csv,test_topology_heldout
9b4748f4b8de187b,3e17bc0aa60b792b,"check_service_status -> escalate_case_to_human, read_subscription_status -> check_service_status, read_subscription_status -> write_database_record, write_database_record -> escalate_case_to_human",read_subscription_status;write_database_record;check_service_status;escalate_case_to_human,0->1;0->2;1->3;2->3,4,4,2,1,1,read,True,test_topology_heldout.csv,test_topology_heldout
c391bf70f51b0df2,c49210b891cb2f0e,"restart_service -> edit_username, route_task_by_condition -> edit_username, update_subscription_plan -> restart_service, update_subscription_plan -> route_task_by_condition",update_subscription_plan;route_task_by_condition;restart_service;edit_username,0->1;0->2;1->3;2->3,4,4,0,3,1,edit,True,test_topology_heldout.csv,test_topology_heldout
b1c0e08ab08b64e3,da9f0fbd88427e02,"read_user_profile -> route_task_by_condition, route_task_by_condition -> read_access_logs, scan_system_for_malware -> read_user_profile, scan_system_for_malware -> write_database_record, write_database_record -> route_task_by_condition",scan_system_for_malware;read_user_profile;write_database_record;route_task_by_condition;read_access_logs,0->1;0->2;1->3;2->3;3->4,5,5,3,1,1,read,True,test_topology_heldout.csv,test_topology_heldout
d1d13a996c6b1f08,8f743b32ba2e754f,"check_service_status -> read_subscription_status, read_subscription_status -> dispatch_message_to_usergroup, scan_system_for_malware -> read_subscription_status, write_database_record -> check_service_status, write_database_record -> scan_system_for_malware",write_database_record;check_service_status;scan_system_for_malware;read_subscription_status;dispatch_message_to_usergroup,0->1;0->2;1->3;2->3;3->4,5,5,3,1,1,read,True,test_topology_heldout.csv,test_topology_heldout
0489e71886522dbd,2462696d38724b12,"create_support_ticket -> route_task_by_condition, read_subscription_status -> create_support_ticket, read_subscription_status -> update_subscription_plan, route_task_by_condition -> reset_user_password, update_subscription_plan -> route_task_by_condition",read_subscription_status;update_subscription_plan;create_support_ticket;route_task_by_condition;reset_user_password,0->1;0->2;1->3;2->3;3->4,5,5,1,3,1,edit,True,test_topology_heldout.csv,test_topology_heldout
05c2f4d8fd9f82cf,73676177c61d851b,"check_service_status -> read_database_record, read_database_record -> dispatch_message_to_usergroup, read_user_profile -> check_service_status, read_user_profile -> reset_user_password, reset_user_password -> read_database_record",read_user_profile;reset_user_password;check_service_status;read_database_record;dispatch_message_to_usergroup,0->1;0->2;1->3;2->3;3->4,5,5,3,1,1,read,True,test_topology_heldout.csv,test_topology_heldout
59acaa0aa66d8aea,7365b6fb719d62cd,"create_support_ticket -> edit_username, create_support_ticket -> write_database_record, edit_username -> reset_user_password, reset_user_password -> check_service_status, write_database_record -> reset_user_password",create_support_ticket;edit_username;write_database_record;reset_user_password;check_service_status,0->1;0->2;1->3;2->3;3->4,5,5,1,4,0,edit,True,test_topology_heldout.csv,test_topology_heldout
d2ad2bdc42d70c67,a15d7b485ae18bab,"create_support_ticket -> restart_service, create_support_ticket -> write_database_record, restart_service -> route_task_by_condition, route_task_by_condition -> escalate_case_to_human, write_database_record -> route_task_by_condition",create_support_ticket;write_database_record;restart_service;route_task_by_condition;escalate_case_to_human,0->1;0->2;1->3;2->3;3->4,5,5,0,3,2,edit,True,test_topology_heldout.csv,test_topology_heldout
86d88b612dfe0c2e,c373eb41e9ef9644,"dispatch_message_to_usergroup -> read_database_record, read_database_record -> read_subscription_status, read_user_profile -> read_database_record, write_database_record -> dispatch_message_to_usergroup, write_database_record -> read_user_profile",write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,0->1;0->2;1->3;2->3;3->4,5,5,3,1,1,read,True,test_topology_heldout.csv,test_topology_heldout
3c702f4958f0b994,c8d58df0efc1c3ab,"check_service_status -> create_support_ticket, check_service_status -> edit_username, create_support_ticket -> route_task_by_condition, edit_username -> route_task_by_condition, route_task_by_condition -> read_subscription_status",check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,0->1;0->2;1->3;2->3;3->4,5,5,2,2,1,mixed,False,test_topology_heldout.csv,test_topology_heldout
afa18152d743cfce,7cef065fc9850058,"restart_service -> scan_system_for_malware, restart_service -> update_subscription_plan, scan_system_for_malware -> write_database_record, update_subscription_plan -> write_database_record, write_database_record -> reset_user_password",restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,0->1;0->2;1->3;2->3;3->4,5,5,1,4,0,edit,True,test_topology_heldout.csv,test_topology_heldout
697362c3fe3dac35,91124f08bf029b33,"create_support_ticket -> route_task_by_condition, edit_username -> create_support_ticket, reset_user_password -> edit_username, reset_user_password -> scan_system_for_malware, scan_system_for_malware -> create_support_ticket",reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,0->1;0->2;1->3;2->3;3->4,5,5,1,3,1,edit,True,test_topology_heldout.csv,test_topology_heldout
fde778f66b06d202,c13804e8d0e64b05,"create_support_ticket -> write_database_record, route_task_by_condition -> write_database_record, scan_system_for_malware -> create_support_ticket, scan_system_for_malware -> route_task_by_condition, write_database_record -> read_subscription_status",scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,0->1;0->2;1->3;2->3;3->4,5,5,2,2,1,mixed,False,test_topology_heldout.csv,test_topology_heldout
40fde4465d19d522,0830f6b746cd8ad5,"check_service_status -> read_database_record, read_database_record -> dispatch_message_to_usergroup, read_subscription_status -> check_service_status, read_subscription_status -> route_task_by_condition, route_task_by_condition -> read_database_record",read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,0->1;0->2;1->3;2->3;3->4,5,5,3,0,2,read,True,test_topology_heldout.csv,test_topology_heldout
ae574b4c8fc5b4bd,69376fa8cb2bfb11,"create_support_ticket -> reset_user_password, read_database_record -> reset_user_password, reset_user_password -> read_access_logs, scan_system_for_malware -> create_support_ticket, scan_system_for_malware -> read_database_record",scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,0->1;0->2;1->3;2->3;3->4,5,5,3,2,0,read,True,test_topology_heldout.csv,test_topology_heldout
c672f691d7cd2580,0c23a28f6613a296,"check_service_status -> create_support_ticket, check_service_status -> route_task_by_condition, create_support_ticket -> write_database_record, route_task_by_condition -> write_database_record, write_database_record -> read_subscription_status",check_service_status;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,0->1;0->2;1->3;2->3;3->4,5,5,2,2,1,mixed,False,test_topology_heldout.csv,test_topology_heldout
bd44849adf18f2cc,8216f90a373f6d3f,"create_support_ticket -> dispatch_message_to_usergroup, create_support_ticket -> update_subscription_plan, dispatch_message_to_usergroup -> reset_user_password, reset_user_password -> escalate_case_to_human, update_subscription_plan -> reset_user_password",create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,0->1;0->2;1->3;2->3;3->4,5,5,0,3,2,edit,True,test_topology_heldout.csv,test_topology_heldout
2e124797549c79ef,44c55a0aba30781f,"check_service_status -> route_task_by_condition, read_database_record -> route_task_by_condition, read_subscription_status -> check_service_status, read_subscription_status -> read_database_record, route_task_by_condition -> dispatch_message_to_usergroup",read_subscription_status;read_database_record;check_service_status;route_task_by_condition;dispatch_message_to_usergroup,0->1;0->2;1->3;2->3;3->4,5,5,3,0,2,read,True,test_topology_heldout.csv,test_topology_heldout
f812117b515e039d,6cbfbfeecb8a6411,"read_access_logs -> read_user_profile, read_subscription_status -> read_user_profile, read_user_profile -> reset_user_password, scan_system_for_malware -> read_access_logs, scan_system_for_malware -> read_subscription_status",scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,0->1;0->2;1->3;2->3;3->4,5,5,4,1,0,read,True,test_topology_heldout.csv,test_topology_heldout
d57e13e1676ce5b5,44586a44accbd8b0,"dispatch_message_to_usergroup -> reset_user_password, read_access_logs -> read_subscription_status, read_access_logs -> read_user_profile, read_subscription_status -> dispatch_message_to_usergroup, read_user_profile -> dispatch_message_to_usergroup",read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,0->1;0->2;1->3;2->3;3->4,5,5,3,1,1,read,True,test_topology_heldout.csv,test_topology_heldout
c312bd658c62fcb3,773e653f1dad635a,"create_support_ticket -> restart_service, read_access_logs -> restart_service, read_subscription_status -> create_support_ticket, read_subscription_status -> read_access_logs, restart_service -> write_database_record",read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,0->1;0->2;1->3;2->3;3->4,5,5,2,3,0,edit,True,test_topology_heldout.csv,test_topology_heldout
f571bc725b6fe832,d621b75c9b4fe08b,"escalate_case_to_human -> update_subscription_plan, read_database_record -> escalate_case_to_human, read_database_record -> read_user_profile, read_user_profile -> update_subscription_plan, update_subscription_plan -> read_subscription_status",read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,0->1;0->2;1->3;2->3;3->4,5,5,3,1,1,read,True,test_topology_heldout.csv,test_topology_heldout
80d178fda47a5db6,c66b350d37445f80,"escalate_case_to_human -> scan_system_for_malware, route_task_by_condition -> scan_system_for_malware, scan_system_for_malware -> read_access_logs, write_database_record -> escalate_case_to_human, write_database_record -> route_task_by_condition",write_database_record;route_task_by_condition;escalate_case_to_human;scan_system_for_malware;read_access_logs,0->1;0->2;1->3;2->3;3->4,5,5,2,1,2,mixed,False,test_topology_heldout.csv,test_topology_heldout
be4015b4e8cf67a5,f389c02717d1c8be,"read_database_record -> create_support_ticket, read_subscription_status -> read_database_record, read_user_profile -> read_subscription_status, read_user_profile -> write_database_record, write_database_record -> read_database_record",read_user_profile;read_subscription_status;write_database_record;read_database_record;create_support_ticket,0->1;0->2;1->3;2->3;3->4,5,5,3,2,0,read,True,test_topology_heldout.csv,test_topology_heldout
f6f7e5b330366f7d,3b66cb784d33efa9,"edit_username -> read_database_record, edit_username -> write_database_record, read_database_record -> update_subscription_plan, update_subscription_plan -> restart_service, write_database_record -> update_subscription_plan",edit_username;write_database_record;read_database_record;update_subscription_plan;restart_service,0->1;0->2;1->3;2->3;3->4,5,5,1,4,0,edit,True,test_topology_heldout.csv,test_topology_heldout
346b35476e65ddbe,ac230f42d8095e50,"dispatch_message_to_usergroup -> update_subscription_plan, read_access_logs -> dispatch_message_to_usergroup, read_user_profile -> dispatch_message_to_usergroup, restart_service -> read_access_logs, restart_service -> read_user_profile",restart_service;read_user_profile;read_access_logs;dispatch_message_to_usergroup;update_subscription_plan,0->1;0->2;1->3;2->3;3->4,5,5,2,2,1,mixed,False,test_topology_heldout.csv,test_topology_heldout
d7d6b7f998d91da9,a13bf493c183be08,"check_service_status -> escalate_case_to_human, escalate_case_to_human -> reset_user_password, read_database_record -> escalate_case_to_human, read_subscription_status -> check_service_status, read_subscription_status -> read_database_record",read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,0->1;0->2;1->3;2->3;3->4,5,5,3,1,1,read,True,test_topology_heldout.csv,test_topology_heldout
bd42c4c5c0d89796,10de9ae875e86f27,"check_service_status -> escalate_case_to_human, escalate_case_to_human -> read_user_profile, read_user_profile -> update_subscription_plan",check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,0->1;1->2;2->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
79ed7d222b5333cd,320f5a9f018926f4,"check_service_status -> escalate_case_to_human, check_service_status -> read_user_profile, check_service_status -> update_subscription_plan",check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,0->1;0->2;0->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
ced08e246fabe705,fd0d357a55e7e8b6,"check_service_status -> update_subscription_plan, escalate_case_to_human -> update_subscription_plan, read_user_profile -> update_subscription_plan",check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,0->3;1->3;2->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
29133123737edd28,85a669b1558e9802,"check_service_status -> read_user_profile, escalate_case_to_human -> read_user_profile, read_user_profile -> update_subscription_plan",check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,0->2;1->2;2->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
2693128efd2fb0bf,abb7868581ddb12b,"check_service_status -> escalate_case_to_human, escalate_case_to_human -> read_user_profile, escalate_case_to_human -> update_subscription_plan",check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,0->1;1->2;1->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
61f500fc4a7d1b34,f1c7fb89cf35c591,"check_service_status -> route_task_by_condition, read_access_logs -> check_service_status, route_task_by_condition -> write_database_record",read_access_logs;check_service_status;route_task_by_condition;write_database_record,0->1;1->2;2->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
a38f02ad421ebdcd,555a606326b3cc55,"read_access_logs -> check_service_status, read_access_logs -> route_task_by_condition, read_access_logs -> write_database_record",read_access_logs;check_service_status;route_task_by_condition;write_database_record,0->1;0->2;0->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
45c4d1d7b077030c,25408376ab3bcac6,"check_service_status -> write_database_record, read_access_logs -> write_database_record, route_task_by_condition -> write_database_record",read_access_logs;check_service_status;route_task_by_condition;write_database_record,0->3;1->3;2->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
64cb221e304e9226,52a8778629dc7eb8,"check_service_status -> route_task_by_condition, read_access_logs -> route_task_by_condition, route_task_by_condition -> write_database_record",read_access_logs;check_service_status;route_task_by_condition;write_database_record,0->2;1->2;2->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
5d413246ff28502c,4ab914c8b6f34768,"check_service_status -> route_task_by_condition, check_service_status -> write_database_record, read_access_logs -> check_service_status",read_access_logs;check_service_status;route_task_by_condition;write_database_record,0->1;1->2;1->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
2edcc900e794434b,b081fe1d4d810690,"read_database_record -> update_subscription_plan, restart_service -> read_database_record, update_subscription_plan -> check_service_status",restart_service;read_database_record;update_subscription_plan;check_service_status,0->1;1->2;2->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
db988833a0730098,1ee12a82b82c908d,"restart_service -> check_service_status, restart_service -> read_database_record, restart_service -> update_subscription_plan",restart_service;read_database_record;update_subscription_plan;check_service_status,0->1;0->2;0->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
e888f186dae244ff,d4f84ebbfc53da4b,"read_database_record -> check_service_status, restart_service -> check_service_status, update_subscription_plan -> check_service_status",restart_service;read_database_record;update_subscription_plan;check_service_status,0->3;1->3;2->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
ec1461716d0403ca,451ea7127f478430,"read_database_record -> update_subscription_plan, restart_service -> update_subscription_plan, update_subscription_plan -> check_service_status",restart_service;read_database_record;update_subscription_plan;check_service_status,0->2;1->2;2->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
759b8a9432ba7c1f,2e9e95c825fdd819,"read_database_record -> check_service_status, read_database_record -> update_subscription_plan, restart_service -> read_database_record",restart_service;read_database_record;update_subscription_plan;check_service_status,0->1;1->2;1->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
1b352ec6ccb85141,08a9332558b264ea,"create_support_ticket -> read_subscription_status, read_subscription_status -> scan_system_for_malware, write_database_record -> create_support_ticket",write_database_record;create_support_ticket;read_subscription_status;scan_system_for_malware,0->1;1->2;2->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
ff9478b78b00613c,e4923485993660f1,"write_database_record -> create_support_ticket, write_database_record -> read_subscription_status, write_database_record -> scan_system_for_malware",write_database_record;create_support_ticket;read_subscription_status;scan_system_for_malware,0->1;0->2;0->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
fbddba426bc44e83,a5ca74341211a5e1,"create_support_ticket -> scan_system_for_malware, read_subscription_status -> scan_system_for_malware, write_database_record -> scan_system_for_malware",write_database_record;create_support_ticket;read_subscription_status;scan_system_for_malware,0->3;1->3;2->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
b632e098375d1d32,b9350222d65812ad,"create_support_ticket -> read_subscription_status, read_subscription_status -> scan_system_for_malware, write_database_record -> read_subscription_status",write_database_record;create_support_ticket;read_subscription_status;scan_system_for_malware,0->2;1->2;2->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
1efd5721a0badb80,9973fb546e5d7364,"create_support_ticket -> read_subscription_status, create_support_ticket -> scan_system_for_malware, write_database_record -> create_support_ticket",write_database_record;create_support_ticket;read_subscription_status;scan_system_for_malware,0->1;1->2;1->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
142062e49c4a1222,5dd894dd1a85d74c,"escalate_case_to_human -> create_support_ticket, read_access_logs -> update_subscription_plan, update_subscription_plan -> escalate_case_to_human",read_access_logs;update_subscription_plan;escalate_case_to_human;create_support_ticket,0->1;1->2;2->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
79f693d46d9f0819,b712d6d712a8e251,"read_access_logs -> create_support_ticket, read_access_logs -> escalate_case_to_human, read_access_logs -> update_subscription_plan",read_access_logs;update_subscription_plan;escalate_case_to_human;create_support_ticket,0->1;0->2;0->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
635462bd8c480c4b,58b704baf4d716d1,"escalate_case_to_human -> create_support_ticket, read_access_logs -> create_support_ticket, update_subscription_plan -> create_support_ticket",read_access_logs;update_subscription_plan;escalate_case_to_human;create_support_ticket,0->3;1->3;2->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
758a7f26e4a4b8fe,c4f4be776d9a90c0,"escalate_case_to_human -> create_support_ticket, read_access_logs -> escalate_case_to_human, update_subscription_plan -> escalate_case_to_human",read_access_logs;update_subscription_plan;escalate_case_to_human;create_support_ticket,0->2;1->2;2->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
dba1b1ca71dd34ea,9f52a1d87d796e34,"read_access_logs -> update_subscription_plan, update_subscription_plan -> create_support_ticket, update_subscription_plan -> escalate_case_to_human",read_access_logs;update_subscription_plan;escalate_case_to_human;create_support_ticket,0->1;1->2;1->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
8c207d0fbc94f190,d28d63909347b16a,"create_support_ticket -> read_database_record, dispatch_message_to_usergroup -> read_access_logs, read_database_record -> dispatch_message_to_usergroup",create_support_ticket;read_database_record;dispatch_message_to_usergroup;read_access_logs,0->1;1->2;2->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
7d48356a1cb8ad97,d2fa289fe0696ad4,"create_support_ticket -> dispatch_message_to_usergroup, create_support_ticket -> read_access_logs, create_support_ticket -> read_database_record",create_support_ticket;read_database_record;dispatch_message_to_usergroup;read_access_logs,0->1;0->2;0->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
c5efe3e1769688e9,ecc3fd895e3129f5,"create_support_ticket -> read_access_logs, dispatch_message_to_usergroup -> read_access_logs, read_database_record -> read_access_logs",create_support_ticket;read_database_record;dispatch_message_to_usergroup;read_access_logs,0->3;1->3;2->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
ea9612c5410cef1b,2cb02bba887b7b0d,"create_support_ticket -> dispatch_message_to_usergroup, dispatch_message_to_usergroup -> read_access_logs, read_database_record -> dispatch_message_to_usergroup",create_support_ticket;read_database_record;dispatch_message_to_usergroup;read_access_logs,0->2;1->2;2->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
791d8b45a8341d9d,624b3eb42de142b3,"create_support_ticket -> read_database_record, read_database_record -> dispatch_message_to_usergroup, read_database_record -> read_access_logs",create_support_ticket;read_database_record;dispatch_message_to_usergroup;read_access_logs,0->1;1->2;1->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
4100e8b81d491075,b7cee81d9e5d5083,"read_database_record -> update_subscription_plan, read_subscription_status -> read_database_record, update_subscription_plan -> read_user_profile",read_subscription_status;read_database_record;update_subscription_plan;read_user_profile,0->1;1->2;2->3,4,3,3,1,0,read,True,candidate_corpus.csv,candidate_only
e7ed8c401b054157,7ff32c24829161cd,"read_subscription_status -> read_database_record, read_subscription_status -> read_user_profile, read_subscription_status -> update_subscription_plan",read_subscription_status;read_database_record;update_subscription_plan;read_user_profile,0->1;0->2;0->3,4,3,3,1,0,read,True,candidate_corpus.csv,candidate_only
3f5e2074cd37014a,9dd884166e224c66,"read_database_record -> read_user_profile, read_subscription_status -> read_user_profile, update_subscription_plan -> read_user_profile",read_subscription_status;read_database_record;update_subscription_plan;read_user_profile,0->3;1->3;2->3,4,3,3,1,0,read,True,candidate_corpus.csv,candidate_only
04f58cdca1f3c952,bd3f6402b5a8f582,"read_database_record -> update_subscription_plan, read_subscription_status -> update_subscription_plan, update_subscription_plan -> read_user_profile",read_subscription_status;read_database_record;update_subscription_plan;read_user_profile,0->2;1->2;2->3,4,3,3,1,0,read,True,candidate_corpus.csv,candidate_only
fba41963a66c8da8,6cc04c33ce8fe352,"read_database_record -> read_user_profile, read_database_record -> update_subscription_plan, read_subscription_status -> read_database_record",read_subscription_status;read_database_record;update_subscription_plan;read_user_profile,0->1;1->2;1->3,4,3,3,1,0,read,True,candidate_corpus.csv,candidate_only
4e464d8a1214f739,3c1e818a3e9b7803,"read_subscription_status -> update_subscription_plan, route_task_by_condition -> read_subscription_status, update_subscription_plan -> restart_service",route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,0->1;1->2;2->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
ce7d2d3c1ac2e881,c4bb5906466310d1,"route_task_by_condition -> read_subscription_status, route_task_by_condition -> restart_service, route_task_by_condition -> update_subscription_plan",route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,0->1;0->2;0->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
12d72d206bf8cbcb,428ccbc815b4056b,"read_subscription_status -> restart_service, route_task_by_condition -> restart_service, update_subscription_plan -> restart_service",route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,0->3;1->3;2->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
249ca4431581de63,74589b5529307310,"read_subscription_status -> update_subscription_plan, route_task_by_condition -> update_subscription_plan, update_subscription_plan -> restart_service",route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,0->2;1->2;2->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
8cd888c4ce86c1c7,a58f585f35ec7619,"read_subscription_status -> restart_service, read_subscription_status -> update_subscription_plan, route_task_by_condition -> read_subscription_status",route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,0->1;1->2;1->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
b1ad7527a354815d,db5bc7f5d014643b,"edit_username -> escalate_case_to_human, escalate_case_to_human -> create_support_ticket, route_task_by_condition -> edit_username",route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,0->1;1->2;2->3,4,3,0,2,2,mixed,False,candidate_corpus.csv,candidate_only
