query,positive_dag_id,negative_dag_id,negative_type,neg_tools,neg_edges,neg_dag_text
"For the Legal team, get a human involved for Grace. After that, launch an instance for HR. After that, create a ticket about the Legal issue. Finally, push the refund through for #53698.",379,neg_226,extra_node,escalate_to_human;provision_vm;create_ticket;process_refund;process_refund,0->1;1->2;2->3;3->4,"create_ticket -> process_refund, escalate_to_human -> provision_vm, process_refund -> process_refund, provision_vm -> create_ticket"
"Charlie reported an issue — hand Bob's issue off to an engineer and see what's going on with payment-api-03. After those finish, rotate Frank's credentials.",443,neg_227,swap_edges,escalate_to_human;check_status;reset_password,2->0;0->1,"escalate_to_human -> check_status, reset_password -> escalate_to_human"
"Charlie reported an issue — hand Bob's issue off to an engineer and see what's going on with payment-api-03. After those finish, rotate Frank's credentials.",443,neg_228,swap_tools,restart_service;log_audit_event;escalate_to_human,0->2;1->2,"log_audit_event -> escalate_to_human, restart_service -> escalate_to_human"
"Charlie reported an issue — hand Bob's issue off to an engineer and see what's going on with payment-api-03. After those finish, rotate Frank's credentials.",443,neg_229,remove_edge,escalate_to_human;check_status;reset_password,0->2,escalate_to_human -> reset_password
"Charlie reported an issue — hand Bob's issue off to an engineer and see what's going on with payment-api-03. After those finish, rotate Frank's credentials.",443,neg_230,add_edge,escalate_to_human;check_status;reset_password,0->2;1->2;0->1,"check_status -> reset_password, escalate_to_human -> check_status, escalate_to_human -> reset_password"
"Charlie reported an issue — hand Bob's issue off to an engineer and see what's going on with payment-api-03. After those finish, rotate Frank's credentials.",443,neg_231,extra_node,escalate_to_human;check_status;reset_password;restart_service,0->2;1->2;2->3,"check_status -> reset_password, escalate_to_human -> reset_password, reset_password -> restart_service"
"Per Frank's request, ping auth-svc-04 for a health check — in parallel, fetch #10234's info and deploy a server for Legal.",414,neg_232,swap_edges,check_status;db_read;provision_vm,1->0;0->2,"check_status -> provision_vm, db_read -> check_status"
"Per Frank's request, ping auth-svc-04 for a health check — in parallel, fetch #10234's info and deploy a server for Legal.",414,neg_233,swap_tools,process_refund;log_audit_event;restart_service,0->1;0->2,"process_refund -> log_audit_event, process_refund -> restart_service"
"Per Frank's request, ping auth-svc-04 for a health check — in parallel, fetch #10234's info and deploy a server for Legal.",414,neg_234,remove_edge,check_status;db_read;provision_vm,0->2,check_status -> provision_vm
"Per Frank's request, ping auth-svc-04 for a health check — in parallel, fetch #10234's info and deploy a server for Legal.",414,neg_235,add_edge,check_status;db_read;provision_vm,0->1;0->2;2->1,"check_status -> db_read, check_status -> provision_vm, provision_vm -> db_read"
"Per Frank's request, ping auth-svc-04 for a health check — in parallel, fetch #10234's info and deploy a server for Legal.",414,neg_236,extra_node,check_status;db_read;provision_vm;send_notification,0->1;0->2;3->0,"check_status -> db_read, check_status -> provision_vm, send_notification -> check_status"
"Hey, can you launch an instance for HR. Next, run a malware sweep on prod-web-01.",216,neg_237,swap_tools,reset_password;update_subscription,0->1,reset_password -> update_subscription
"Hey, can you launch an instance for HR. Next, run a malware sweep on prod-web-01.",216,neg_238,extra_node,provision_vm;scan_malware;create_ticket,0->1;0->2,"provision_vm -> create_ticket, provision_vm -> scan_malware"
"We gotta process the payout for Diana and modify Grace's subscription. Once both are done, record the event in Engineering's log.",112,neg_239,swap_edges,process_refund;update_subscription;log_audit_event,0->1;1->2,"process_refund -> update_subscription, update_subscription -> log_audit_event"
"We gotta process the payout for Diana and modify Grace's subscription. Once both are done, record the event in Engineering's log.",112,neg_240,swap_tools,check_status;escalate_to_human;scan_malware,0->2;1->2,"check_status -> scan_malware, escalate_to_human -> scan_malware"
"We gotta process the payout for Diana and modify Grace's subscription. Once both are done, record the event in Engineering's log.",112,neg_241,remove_edge,process_refund;update_subscription;log_audit_event,0->2,process_refund -> log_audit_event
"We gotta process the payout for Diana and modify Grace's subscription. Once both are done, record the event in Engineering's log.",112,neg_242,add_edge,process_refund;update_subscription;log_audit_event,0->2;1->2;1->0,"process_refund -> log_audit_event, update_subscription -> log_audit_event, update_subscription -> process_refund"
"We gotta process the payout for Diana and modify Grace's subscription. Once both are done, record the event in Engineering's log.",112,neg_243,extra_node,process_refund;update_subscription;log_audit_event;provision_vm,0->2;1->2;2->3,"log_audit_event -> provision_vm, process_refund -> log_audit_event, update_subscription -> log_audit_event"
"Grace reported an issue — look up the records for #60122 and check if payment-api-03 is up. Once both are done, log a Jira for Charlie's issue and concurrently escalate Alice's case to the on-call and record the event in HR's log.",135,neg_244,swap_edges,db_read;check_status;create_ticket;escalate_to_human;log_audit_event,1->3;0->2;4->2;3->2,"check_status -> escalate_to_human, db_read -> create_ticket, escalate_to_human -> create_ticket, log_audit_event -> create_ticket"
"Grace reported an issue — look up the records for #60122 and check if payment-api-03 is up. Once both are done, log a Jira for Charlie's issue and concurrently escalate Alice's case to the on-call and record the event in HR's log.",135,neg_245,swap_tools,restart_service;update_subscription;log_audit_event;generate_report;escalate_to_human,0->2;1->2;2->3;2->4,"log_audit_event -> escalate_to_human, log_audit_event -> generate_report, restart_service -> log_audit_event, update_subscription -> log_audit_event"
"Grace reported an issue — look up the records for #60122 and check if payment-api-03 is up. Once both are done, log a Jira for Charlie's issue and concurrently escalate Alice's case to the on-call and record the event in HR's log.",135,neg_246,remove_edge,db_read;check_status;create_ticket;escalate_to_human;log_audit_event,0->2;1->2;2->4,"check_status -> create_ticket, create_ticket -> log_audit_event, db_read -> create_ticket"
"Grace reported an issue — look up the records for #60122 and check if payment-api-03 is up. Once both are done, log a Jira for Charlie's issue and concurrently escalate Alice's case to the on-call and record the event in HR's log.",135,neg_247,add_edge,db_read;check_status;create_ticket;escalate_to_human;log_audit_event,0->2;1->2;2->3;2->4;0->4,"check_status -> create_ticket, create_ticket -> escalate_to_human, create_ticket -> log_audit_event, db_read -> create_ticket, db_read -> log_audit_event"
"Grace reported an issue — look up the records for #60122 and check if payment-api-03 is up. Once both are done, log a Jira for Charlie's issue and concurrently escalate Alice's case to the on-call and record the event in HR's log.",135,neg_248,extra_node,db_read;check_status;create_ticket;escalate_to_human;log_audit_event;escalate_to_human,0->2;1->2;2->3;2->4;5->3,"check_status -> create_ticket, create_ticket -> escalate_to_human, create_ticket -> log_audit_event, db_read -> create_ticket, escalate_to_human -> escalate_to_human"
"Diana is asking us to check the DB for Bob and assess cdn-edge-06's status, merge everything and compile a summary for Finance.",110,neg_249,swap_edges,db_read;check_status;generate_report,0->1;0->2,"db_read -> check_status, db_read -> generate_report"
"Diana is asking us to check the DB for Bob and assess cdn-edge-06's status, merge everything and compile a summary for Finance.",110,neg_250,swap_tools,db_write;reset_password;process_refund,0->2;1->2,"db_write -> process_refund, reset_password -> process_refund"
"Diana is asking us to check the DB for Bob and assess cdn-edge-06's status, merge everything and compile a summary for Finance.",110,neg_251,remove_edge,db_read;check_status;generate_report,0->2,db_read -> generate_report
"Diana is asking us to check the DB for Bob and assess cdn-edge-06's status, merge everything and compile a summary for Finance.",110,neg_252,add_edge,db_read;check_status;generate_report,0->2;1->2;0->1,"check_status -> generate_report, db_read -> check_status, db_read -> generate_report"
"Diana is asking us to check the DB for Bob and assess cdn-edge-06's status, merge everything and compile a summary for Finance.",110,neg_253,extra_node,db_read;check_status;generate_report;restart_service,0->2;1->2;3->2,"check_status -> generate_report, db_read -> generate_report, restart_service -> generate_report"
"Hey, can you nuke Diana's old login and issue a fresh one, and then update Frank's subscription. End with create a virtual machine for Marketing.",308,neg_254,swap_edges,reset_password;update_subscription;provision_vm,1->2;0->2,"reset_password -> provision_vm, update_subscription -> provision_vm"
"Hey, can you nuke Diana's old login and issue a fresh one, and then update Frank's subscription. End with create a virtual machine for Marketing.",308,neg_255,swap_tools,scan_malware;generate_report;db_read,0->1;1->2,"generate_report -> db_read, scan_malware -> generate_report"
"Hey, can you nuke Diana's old login and issue a fresh one, and then update Frank's subscription. End with create a virtual machine for Marketing.",308,neg_256,remove_edge,reset_password;update_subscription;provision_vm,1->2,update_subscription -> provision_vm
"Hey, can you nuke Diana's old login and issue a fresh one, and then update Frank's subscription. End with create a virtual machine for Marketing.",308,neg_257,add_edge,reset_password;update_subscription;provision_vm,0->1;1->2;0->2,"reset_password -> provision_vm, reset_password -> update_subscription, update_subscription -> provision_vm"
"Hey, can you nuke Diana's old login and issue a fresh one, and then update Frank's subscription. End with create a virtual machine for Marketing.",308,neg_258,extra_node,reset_password;update_subscription;provision_vm;log_audit_event,0->1;1->2;3->1,"log_audit_event -> update_subscription, reset_password -> update_subscription, update_subscription -> provision_vm"
"For the Legal team, file an incident report about ml-infer-05 and scan payment-api-03 for threats. Once both are done, whip up a report for Finance.",475,neg_259,swap_edges,create_ticket;scan_malware;generate_report,2->0;2->1,"generate_report -> create_ticket, generate_report -> scan_malware"
"For the Legal team, file an incident report about ml-infer-05 and scan payment-api-03 for threats. Once both are done, whip up a report for Finance.",475,neg_260,swap_tools,update_subscription;escalate_to_human;send_notification,0->2;1->2,"escalate_to_human -> send_notification, update_subscription -> send_notification"
"For the Legal team, file an incident report about ml-infer-05 and scan payment-api-03 for threats. Once both are done, whip up a report for Finance.",475,neg_261,remove_edge,create_ticket;scan_malware;generate_report,1->2,scan_malware -> generate_report
"For the Legal team, file an incident report about ml-infer-05 and scan payment-api-03 for threats. Once both are done, whip up a report for Finance.",475,neg_262,add_edge,create_ticket;scan_malware;generate_report,0->2;1->2;0->1,"create_ticket -> generate_report, create_ticket -> scan_malware, scan_malware -> generate_report"
"For the Legal team, file an incident report about ml-infer-05 and scan payment-api-03 for threats. Once both are done, whip up a report for Finance.",475,neg_263,extra_node,create_ticket;scan_malware;generate_report;create_ticket,0->2;1->2;3->1,"create_ticket -> generate_report, create_ticket -> scan_malware, scan_malware -> generate_report"
"When you get a chance, look up the records for #53698 and concurrently shoot Grace an email and yank staging-db-02 off the network.",413,neg_264,swap_edges,db_read;send_notification;quarantine_system,2->0;0->1,"db_read -> send_notification, quarantine_system -> db_read"
"When you get a chance, look up the records for #53698 and concurrently shoot Grace an email and yank staging-db-02 off the network.",413,neg_265,swap_tools,update_subscription;scan_malware;restart_service,0->1;0->2,"update_subscription -> restart_service, update_subscription -> scan_malware"
"When you get a chance, look up the records for #53698 and concurrently shoot Grace an email and yank staging-db-02 off the network.",413,neg_266,remove_edge,db_read;send_notification;quarantine_system,0->1,db_read -> send_notification
"When you get a chance, look up the records for #53698 and concurrently shoot Grace an email and yank staging-db-02 off the network.",413,neg_267,add_edge,db_read;send_notification;quarantine_system,0->1;0->2;2->1,"db_read -> quarantine_system, db_read -> send_notification, quarantine_system -> send_notification"
"When you get a chance, look up the records for #53698 and concurrently shoot Grace an email and yank staging-db-02 off the network.",413,neg_268,extra_node,db_read;send_notification;quarantine_system;log_audit_event,0->1;0->2;3->0,"db_read -> quarantine_system, db_read -> send_notification, log_audit_event -> db_read"
"Do a malware scan on staging-db-02 and fan out: quarantine, send alerts, and create audit trail.",22,neg_269,swap_edges,scan_malware;quarantine_system;send_notification;log_audit_event,0->3;3->2;0->2,"log_audit_event -> send_notification, scan_malware -> log_audit_event, scan_malware -> send_notification"
"Do a malware scan on staging-db-02 and fan out: quarantine, send alerts, and create audit trail.",22,neg_270,swap_tools,log_audit_event;restart_service;reset_password;db_read,0->1;0->2;0->3,"log_audit_event -> db_read, log_audit_event -> reset_password, log_audit_event -> restart_service"
"Do a malware scan on staging-db-02 and fan out: quarantine, send alerts, and create audit trail.",22,neg_271,remove_edge,scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2,"scan_malware -> quarantine_system, scan_malware -> send_notification"
"Do a malware scan on staging-db-02 and fan out: quarantine, send alerts, and create audit trail.",22,neg_272,add_edge,scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3;1->3,"quarantine_system -> log_audit_event, scan_malware -> log_audit_event, scan_malware -> quarantine_system, scan_malware -> send_notification"
"Do a malware scan on staging-db-02 and fan out: quarantine, send alerts, and create audit trail.",22,neg_273,extra_node,scan_malware;quarantine_system;send_notification;log_audit_event;db_write,0->1;0->2;0->3;4->2,"db_write -> send_notification, scan_malware -> log_audit_event, scan_malware -> quarantine_system, scan_malware -> send_notification"
"Time to shoot Frank an email. After that, open a ticket for Grace, and lastly persist Bob's data to the database.",295,neg_274,swap_edges,send_notification;create_ticket;db_write,2->0;1->0,"create_ticket -> send_notification, db_write -> send_notification"
"Time to shoot Frank an email. After that, open a ticket for Grace, and lastly persist Bob's data to the database.",295,neg_275,swap_tools,restart_service;process_refund;send_notification,0->1;1->2,"process_refund -> send_notification, restart_service -> process_refund"
"Time to shoot Frank an email. After that, open a ticket for Grace, and lastly persist Bob's data to the database.",295,neg_276,remove_edge,send_notification;create_ticket;db_write,0->1,send_notification -> create_ticket
"Time to shoot Frank an email. After that, open a ticket for Grace, and lastly persist Bob's data to the database.",295,neg_277,add_edge,send_notification;create_ticket;db_write,0->1;1->2;0->2,"create_ticket -> db_write, send_notification -> create_ticket, send_notification -> db_write"
"Time to shoot Frank an email. After that, open a ticket for Grace, and lastly persist Bob's data to the database.",295,neg_278,extra_node,send_notification;create_ticket;db_write;reset_password,0->1;1->2;2->3,"create_ticket -> db_write, db_write -> reset_password, send_notification -> create_ticket"
"Quick one — spin up a tracking ticket for Bob, followed by investigate staging-db-02 for infections.",176,neg_279,swap_tools,log_audit_event;db_write,0->1,log_audit_event -> db_write
"Quick one — spin up a tracking ticket for Bob, followed by investigate staging-db-02 for infections.",176,neg_280,extra_node,create_ticket;scan_malware;generate_report,0->1;0->2,"create_ticket -> generate_report, create_ticket -> scan_malware"
"Investigate ml-infer-05 status, do a malware check, lock it down, bounce the service, escalate to tier 2, email Legal, and record the event.",16,neg_281,swap_edges,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,2->5;5->6;0->3;2->6;0->6;1->2,"check_status -> log_audit_event, check_status -> restart_service, quarantine_system -> log_audit_event, quarantine_system -> send_notification, scan_malware -> quarantine_system, send_notification -> log_audit_event"
"Investigate ml-infer-05 status, do a malware check, lock it down, bounce the service, escalate to tier 2, email Legal, and record the event.",16,neg_282,swap_tools,provision_vm;db_write;log_audit_event;reset_password;db_read;check_status;escalate_to_human,0->1;1->2;2->3;3->4;4->5;5->6,"check_status -> escalate_to_human, db_read -> check_status, db_write -> log_audit_event, log_audit_event -> reset_password, provision_vm -> db_write, reset_password -> db_read"
"Investigate ml-infer-05 status, do a malware check, lock it down, bounce the service, escalate to tier 2, email Legal, and record the event.",16,neg_283,remove_edge,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;5->6,"check_status -> scan_malware, quarantine_system -> restart_service, restart_service -> escalate_to_human, scan_malware -> quarantine_system, send_notification -> log_audit_event"
"Investigate ml-infer-05 status, do a malware check, lock it down, bounce the service, escalate to tier 2, email Legal, and record the event.",16,neg_284,add_edge,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6;1->4,"check_status -> scan_malware, escalate_to_human -> send_notification, quarantine_system -> restart_service, restart_service -> escalate_to_human, scan_malware -> escalate_to_human, scan_malware -> quarantine_system, send_notification -> log_audit_event"
"Investigate ml-infer-05 status, do a malware check, lock it down, bounce the service, escalate to tier 2, email Legal, and record the event.",16,neg_285,extra_node,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event;db_read,0->1;1->2;2->3;3->4;4->5;5->6;7->6,"check_status -> scan_malware, db_read -> log_audit_event, escalate_to_human -> send_notification, quarantine_system -> restart_service, restart_service -> escalate_to_human, scan_malware -> quarantine_system, send_notification -> log_audit_event"
"From Marketing: whip up a report for Engineering, then hand Charlie's issue off to an engineer.",194,neg_286,swap_tools,send_notification;db_write,0->1,send_notification -> db_write
"From Marketing: whip up a report for Engineering, then hand Charlie's issue off to an engineer.",194,neg_287,extra_node,generate_report;escalate_to_human;create_ticket,0->1;2->1,"create_ticket -> escalate_to_human, generate_report -> escalate_to_human"
"We gotta check payment-api-03 for vulnerabilities, and while you're at it, lock down auth-svc-04 and open a ticket for Grace.",101,neg_288,swap_edges,scan_malware;quarantine_system;create_ticket,0->1;1->2,"quarantine_system -> create_ticket, scan_malware -> quarantine_system"
"We gotta check payment-api-03 for vulnerabilities, and while you're at it, lock down auth-svc-04 and open a ticket for Grace.",101,neg_289,swap_tools,db_read;process_refund;provision_vm,0->1;0->2,"db_read -> process_refund, db_read -> provision_vm"
"We gotta check payment-api-03 for vulnerabilities, and while you're at it, lock down auth-svc-04 and open a ticket for Grace.",101,neg_290,remove_edge,scan_malware;quarantine_system;create_ticket,0->2,scan_malware -> create_ticket
"We gotta check payment-api-03 for vulnerabilities, and while you're at it, lock down auth-svc-04 and open a ticket for Grace.",101,neg_291,add_edge,scan_malware;quarantine_system;create_ticket,0->1;0->2;2->1,"create_ticket -> quarantine_system, scan_malware -> create_ticket, scan_malware -> quarantine_system"
"We gotta check payment-api-03 for vulnerabilities, and while you're at it, lock down auth-svc-04 and open a ticket for Grace.",101,neg_292,extra_node,scan_malware;quarantine_system;create_ticket;update_subscription,0->1;0->2;2->3,"create_ticket -> update_subscription, scan_malware -> create_ticket, scan_malware -> quarantine_system"
"Reboot prod-web-01, and then change Grace's auth credentials. To wrap up, generate the Legal analytics.",309,neg_293,swap_edges,restart_service;reset_password;generate_report,0->2;0->1,"restart_service -> generate_report, restart_service -> reset_password"
"Reboot prod-web-01, and then change Grace's auth credentials. To wrap up, generate the Legal analytics.",309,neg_294,swap_tools,log_audit_event;create_ticket;update_subscription,0->1;1->2,"create_ticket -> update_subscription, log_audit_event -> create_ticket"
"Reboot prod-web-01, and then change Grace's auth credentials. To wrap up, generate the Legal analytics.",309,neg_295,remove_edge,restart_service;reset_password;generate_report,0->1,restart_service -> reset_password
"Reboot prod-web-01, and then change Grace's auth credentials. To wrap up, generate the Legal analytics.",309,neg_296,add_edge,restart_service;reset_password;generate_report,0->1;1->2;0->2,"reset_password -> generate_report, restart_service -> generate_report, restart_service -> reset_password"
"Reboot prod-web-01, and then change Grace's auth credentials. To wrap up, generate the Legal analytics.",309,neg_297,extra_node,restart_service;reset_password;generate_report;db_write,0->1;1->2;0->3,"reset_password -> generate_report, restart_service -> db_write, restart_service -> reset_password"
"Hey, can you provision a new instance for HR, then downgrade Bob's account. Finally, log Eve's action for compliance.",287,neg_298,swap_edges,provision_vm;update_subscription;log_audit_event,1->0;0->2,"provision_vm -> log_audit_event, update_subscription -> provision_vm"
"Hey, can you provision a new instance for HR, then downgrade Bob's account. Finally, log Eve's action for compliance.",287,neg_299,swap_tools,restart_service;db_read;check_status,0->1;1->2,"db_read -> check_status, restart_service -> db_read"
"Hey, can you provision a new instance for HR, then downgrade Bob's account. Finally, log Eve's action for compliance.",287,neg_300,remove_edge,provision_vm;update_subscription;log_audit_event,0->1,provision_vm -> update_subscription
"Hey, can you provision a new instance for HR, then downgrade Bob's account. Finally, log Eve's action for compliance.",287,neg_301,add_edge,provision_vm;update_subscription;log_audit_event,0->1;1->2;0->2,"provision_vm -> log_audit_event, provision_vm -> update_subscription, update_subscription -> log_audit_event"
"Hey, can you provision a new instance for HR, then downgrade Bob's account. Finally, log Eve's action for compliance.",287,neg_302,extra_node,provision_vm;update_subscription;log_audit_event;escalate_to_human,0->1;1->2;2->3,"log_audit_event -> escalate_to_human, provision_vm -> update_subscription, update_subscription -> log_audit_event"
"We gotta push the changes for Charlie to the DB, and then check auth-svc-04 for vulnerabilities.",214,neg_303,swap_tools,check_status;escalate_to_human,0->1,check_status -> escalate_to_human
"We gotta push the changes for Charlie to the DB, and then check auth-svc-04 for vulnerabilities.",214,neg_304,extra_node,db_write;scan_malware;quarantine_system,0->1;0->2,"db_write -> quarantine_system, db_write -> scan_malware"
