query,dag_id,dag_text,tools,edges,topo_family,source,split
"Charlie reported an issue — make a compliance log about Bob and spin up a tracking ticket for Eve. When all of that's complete, update Diana's record in the DB.",469,"create_ticket -> db_write, log_audit_event -> db_write",log_audit_event;create_ticket;db_write,0->2;1->2,fanin,original,train
"Quick one — reboot payment-api-03, and then deploy a server for Finance, and lastly update Grace's record in the DB.",302,"provision_vm -> db_write, restart_service -> provision_vm",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train
"Hey, can you get a human involved for Grace, followed by give prod-web-01 a kick. To wrap up, provision a new instance for Legal.",332,"escalate_to_human -> restart_service, restart_service -> provision_vm",escalate_to_human;restart_service;provision_vm,0->1;1->2,chain_medium,original,train
"We gotta credit Frank's account — then log a Jira for Frank's issue. Finally, run a malware sweep on payment-api-03.",346,"create_ticket -> scan_malware, process_refund -> create_ticket",process_refund;create_ticket;scan_malware,0->1;1->2,chain_medium,original,train
"Hey, can you change Eve's auth credentials, and then run a malware sweep on ml-infer-05.",229,reset_password -> scan_malware,reset_password;scan_malware,0->1,chain_short,original,train
"ASAP — credit Bob's account and change Bob's plan. Once both are done, record the event in Marketing's log.",112,"process_refund -> log_audit_event, update_subscription -> log_audit_event",process_refund;update_subscription;log_audit_event,0->2;1->2,fanin,original,train
"Hey, can you reset Bob's password, then adjust the billing tier for Bob. Last step: deploy a server for Legal.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train
"Time to credit Bob's account, then make a compliance log about Eve.",63,process_refund -> log_audit_event,process_refund;log_audit_event,0->1,chain_short,original,train
All I need is for someone to blast an alert to Legal.,44,send_notification,send_notification,,single_node,original,train
"Check the DB for Diana, followed by disconnect cdn-edge-06 from everything. Last step: make a compliance log about Bob.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train
"For the Marketing team, restart the main process on staging-db-02, followed by save the changes for Charlie to the DB. Last step: give Grace a new password.",282,"db_write -> reset_password, restart_service -> db_write",restart_service;db_write;reset_password,0->1;1->2,chain_medium,original,train
"From Finance: produce the Marketing performance summary. Next, send a heads-up to Marketing.",47,generate_report -> send_notification,generate_report;send_notification,0->1,chain_short,original,train
"Look up the records for #31450. Next, isolate payment-api-03. To wrap up, log the whole cdn-edge-06 incident.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train
"Charlie reported an issue — hand Alice's issue off to an engineer and see what's going on with cdn-edge-06. After those finish, rotate Bob's credentials.",443,"check_status -> reset_password, escalate_to_human -> reset_password",escalate_to_human;check_status;reset_password,0->2;1->2,fanin,original,train
"ASAP — refund Bob and switch Charlie to the new plan. After those finish, drop an audit entry for cdn-edge-06.",112,"process_refund -> log_audit_event, update_subscription -> log_audit_event",process_refund;update_subscription;log_audit_event,0->2;1->2,fanin,original,train
"Time to blast an alert to Engineering, then run a malware sweep on prod-web-01. Finally, stand up a new box for HR.",258,"scan_malware -> provision_vm, send_notification -> scan_malware",send_notification;scan_malware;provision_vm,0->1;1->2,chain_medium,original,train
"Grace is asking us to make a compliance log about Alice and file a bug about staging-db-02. Once both are done, store the HR config in the database.",469,"create_ticket -> db_write, log_audit_event -> db_write",log_audit_event;create_ticket;db_write,0->2;1->2,fanin,original,train
"We gotta give payment-api-03 a kick. Once that's done, provision a new instance for HR. To wrap up, update Frank's record in the DB.",302,"provision_vm -> db_write, restart_service -> provision_vm",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train
"Lock down auth-svc-04. Once that's done, diagnose cdn-edge-06. Once that's done, stand up a new box for Finance. Finally, loop in a Finance manager.",377,"check_status -> provision_vm, provision_vm -> escalate_to_human, quarantine_system -> check_status",quarantine_system;check_status;provision_vm;escalate_to_human,0->1;1->2;2->3,chain_medium,original,train
"Urgent: verify prod-web-01's health and look up the records for #42017. When all of that's complete, send a heads-up to HR.",114,"check_status -> send_notification, db_read -> send_notification",check_status;db_read;send_notification,0->2;1->2,fanin,original,train
"Quick one — hand Diana's issue off to an engineer and diagnose auth-svc-04, then converge and reset Bob's password.",443,"check_status -> reset_password, escalate_to_human -> reset_password",escalate_to_human;check_status;reset_password,0->2;1->2,fanin,original,train
"Time to update Eve's record in the DB. After that, force a credential change for Grace, and then give Charlie their money back. To wrap up, send a heads-up to HR.",366,"db_write -> reset_password, process_refund -> send_notification, reset_password -> process_refund",db_write;reset_password;process_refund;send_notification,0->1;1->2;2->3,chain_medium,original,train
"Hey, can you look up the records for #20891.",40,db_read,db_read,,single_node,original,train
I need you to commit Alice's update to the database — then investigate cdn-edge-06 for infections.,214,db_write -> scan_malware,db_write;scan_malware,0->1,chain_short,original,train
"ASAP — investigate staging-db-02 for infections and verify payment-api-03's health, then converge and file an incident report about auth-svc-04, and lastly shoot Diana an email.",125,"check_status -> create_ticket, create_ticket -> send_notification, scan_malware -> create_ticket",scan_malware;check_status;create_ticket;send_notification,0->2;1->2;2->3,fanin,original,train
Urgent: grab Bob's account details — then give Diana a new password. Last step: notify the HR team.,79,"db_read -> reset_password, reset_password -> send_notification",db_read;reset_password;send_notification,0->1;1->2,chain_medium,original,train
Simple request — look up the records for #60122 and we're good.,40,db_read,db_read,,single_node,original,train
"For the Finance team, notify the Finance team, then run a malware sweep on staging-db-02. To wrap up, launch an instance for Marketing.",258,"scan_malware -> provision_vm, send_notification -> scan_malware",send_notification;scan_malware;provision_vm,0->1;1->2,chain_medium,original,train
"We gotta blast an alert to Finance, and then run a malware sweep on prod-web-01. Finally, stand up a new box for Finance.",258,"scan_malware -> provision_vm, send_notification -> scan_malware",send_notification;scan_malware;provision_vm,0->1;1->2,chain_medium,original,train
"Ticket INC-8842 says create a virtual machine for Legal, then change Alice's plan. To wrap up, log the whole cdn-edge-06 incident.",287,"provision_vm -> update_subscription, update_subscription -> log_audit_event",provision_vm;update_subscription;log_audit_event,0->1;1->2,chain_medium,original,train
"For the HR team, get a human involved for Eve. After that, launch an instance for HR. After that, create a ticket about the Legal issue. Finally, push the refund through for #53698.",379,"create_ticket -> process_refund, escalate_to_human -> provision_vm, provision_vm -> create_ticket",escalate_to_human;provision_vm;create_ticket;process_refund,0->1;1->2;2->3,chain_medium,original,train
"Hey, can you get a human involved for Bob, followed by give cdn-edge-06 a kick. To wrap up, provision a new instance for Finance.",332,"escalate_to_human -> restart_service, restart_service -> provision_vm",escalate_to_human;restart_service;provision_vm,0->1;1->2,chain_medium,original,train
"Time to sweep prod-web-01 for IOCs, and then open a ticket for Bob. To wrap up, get a human involved for Alice.",81,"create_ticket -> escalate_to_human, scan_malware -> create_ticket",scan_malware;create_ticket;escalate_to_human,0->1;1->2,chain_medium,original,train
"I need you to give Eve a new password. After that, adjust the billing tier for Bob. Last step: spin up a VM for Legal.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train
"Ticket INC-5560 says look up the records for #60122. Next, lock down ml-infer-05. Finally, log Charlie's action for compliance.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train
"Urgent: lock down staging-db-02. Next, create a virtual machine for Engineering.",193,quarantine_system -> provision_vm,quarantine_system;provision_vm,0->1,chain_short,original,train
"ASAP — refund Bob and switch Charlie to the new plan. After those finish, drop an audit entry for cdn-edge-06.",112,"process_refund -> log_audit_event, update_subscription -> log_audit_event",process_refund;update_subscription;log_audit_event,0->2;1->2,fanin,original,train
"We gotta push the changes for Grace to the DB, and then check staging-db-02 for vulnerabilities.",214,db_write -> scan_malware,db_write;scan_malware,0->1,chain_short,original,train
"From Legal: log a Jira for Alice's issue, and then sweep prod-web-01 for IOCs.",176,create_ticket -> scan_malware,create_ticket;scan_malware,0->1,chain_short,original,train
Just blast an alert to Legal. Nothing else needed.,44,send_notification,send_notification,,single_node,original,train
Look up Bob's profile and ping them about the new features.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
"Eve is asking us to give Eve their money back and adjust the billing tier for Eve, merge everything and create an audit trail for #10234.",112,"process_refund -> log_audit_event, update_subscription -> log_audit_event",process_refund;update_subscription;log_audit_event,0->2;1->2,fanin,original,train
"When you get a chance, disconnect auth-svc-04 from everything. Once that's done, spin up a VM for Finance.",193,quarantine_system -> provision_vm,quarantine_system;provision_vm,0->1,chain_short,original,train
"From HR: sweep payment-api-03 for IOCs and see what's going on with prod-web-01, then converge and create a support case for Legal. End with shoot Diana an email.",125,"check_status -> create_ticket, create_ticket -> send_notification, scan_malware -> create_ticket",scan_malware;check_status;create_ticket;send_notification,0->2;1->2;2->3,fanin,original,train
"Time to loop in a Finance manager. Once that's done, stand up a new box for Finance. Next, file an incident report about prod-web-01, and lastly credit Diana's account.",379,"create_ticket -> process_refund, escalate_to_human -> provision_vm, provision_vm -> create_ticket",escalate_to_human;provision_vm;create_ticket;process_refund,0->1;1->2;2->3,chain_medium,original,train
"From Legal: pull cdn-edge-06 from production, and then log Diana's action for compliance.",52,quarantine_system -> log_audit_event,quarantine_system;log_audit_event,0->1,chain_short,original,train
"Per Frank's request, loop in a Legal manager — then reboot payment-api-03 — then give Frank a new password. To wrap up, update Diana's subscription.",390,"escalate_to_human -> restart_service, reset_password -> update_subscription, restart_service -> reset_password",escalate_to_human;restart_service;reset_password;update_subscription,0->1;1->2;2->3,chain_medium,original,train
"For the Marketing team, store the HR config in the database, followed by nuke Grace's old login and issue a fresh one, and then process the payout for Diana. Finally, blast an alert to HR.",366,"db_write -> reset_password, process_refund -> send_notification, reset_password -> process_refund",db_write;reset_password;process_refund;send_notification,0->1;1->2;2->3,chain_medium,original,train
"I need you to check if ml-infer-05 is up — in parallel, check the DB for Grace and provision a new instance for Marketing.",414,"check_status -> db_read, check_status -> provision_vm",check_status;db_read;provision_vm,0->1;0->2,fanout,original,train
"Hey, can you file an incident report about auth-svc-04 and lock down auth-svc-04. When all of that's complete, generate the Marketing analytics.",465,"create_ticket -> generate_report, quarantine_system -> generate_report",create_ticket;quarantine_system;generate_report,0->2;1->2,fanin,original,train
"Ticket INC-4021 says provision a new instance for Marketing. Next, modify Grace's subscription. Finally, make a compliance log about Frank.",287,"provision_vm -> update_subscription, update_subscription -> log_audit_event",provision_vm;update_subscription;log_audit_event,0->1;1->2,chain_medium,original,train
"The Engineering team needs us to look up the records for #60122. Next, file a bug about staging-db-02.",57,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"I need you to give Diana a new password. After that, adjust the billing tier for Grace. Last step: spin up a VM for Legal.",308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train
"The Legal team needs us to grab Bob's account details, and then spin up a tracking ticket for Alice.",57,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"Quick one — yank ml-infer-05 off the network. After that, launch an instance for Marketing.",193,quarantine_system -> provision_vm,quarantine_system;provision_vm,0->1,chain_short,original,train
"Frank reported an issue — drop an audit entry for prod-web-01 — then push the changes for Grace to the DB. Once that's done, ping payment-api-03 for a health check. To wrap up, reboot payment-api-03.",388,"check_status -> restart_service, db_write -> check_status, log_audit_event -> db_write",log_audit_event;db_write;check_status;restart_service,0->1;1->2;2->3,chain_medium,original,train
"Ticket INC-5560 says give Diana their money back, then look up the records for #42017.",235,process_refund -> db_read,process_refund;db_read,0->1,chain_short,original,train
"Charlie reported an issue — bounce staging-db-02. Next, launch an instance for Marketing. End with commit Charlie's update to the database.",302,"provision_vm -> db_write, restart_service -> provision_vm",restart_service;provision_vm;db_write,0->1;1->2,chain_medium,original,train
"Time to check if staging-db-02 is up, then store the Finance config in the database.",174,check_status -> db_write,check_status;db_write,0->1,chain_short,original,train
"Ticket INC-5560 says commit Diana's update to the database, and then sweep cdn-edge-06 for IOCs.",214,db_write -> scan_malware,db_write;scan_malware,0->1,chain_short,original,train
"I need you to stand up a new box for HR. Once that's done, switch Charlie to the new plan. Finally, make a compliance log about Frank.",287,"provision_vm -> update_subscription, update_subscription -> log_audit_event",provision_vm;update_subscription;log_audit_event,0->1;1->2,chain_medium,original,train
"Urgent: wake up the on-call about payment-api-03 and check if staging-db-02 is up, merge everything and give Bob a new password.",443,"check_status -> reset_password, escalate_to_human -> reset_password",escalate_to_human;check_status;reset_password,0->2;1->2,fanin,original,train
Alice is asking us to put together a report on payment-api-03 — then check payment-api-03 for vulnerabilities. Last step: reverse the charge on #60122.,274,"generate_report -> scan_malware, scan_malware -> process_refund",generate_report;scan_malware;process_refund,0->1;1->2,chain_medium,original,train
"Ticket INC-8842 says fetch #53698's info, then change Grace's auth credentials. Last step: send a heads-up to Marketing.",79,"db_read -> reset_password, reset_password -> send_notification",db_read;reset_password;send_notification,0->1;1->2,chain_medium,original,train
"Scan auth-svc-04 for threats, followed by assess auth-svc-04's status. Finally, credit Alice's account.",301,"check_status -> process_refund, scan_malware -> check_status",scan_malware;check_status;process_refund,0->1;1->2,chain_medium,original,train
"I need you to check if staging-db-02 is up — in parallel, check the DB for Charlie and provision a new instance for Marketing.",414,"check_status -> db_read, check_status -> provision_vm",check_status;db_read;provision_vm,0->1;0->2,fanout,original,train
"When you get a chance, fetch #42017's info while also send a heads-up to HR and quarantine prod-web-01.",413,"db_read -> quarantine_system, db_read -> send_notification",db_read;send_notification;quarantine_system,0->1;0->2,fanout,original,train
"Ticket INC-5560 says see what's going on with auth-svc-04. After that, fire off a notification to Charlie.",49,check_status -> send_notification,check_status;send_notification,0->1,chain_short,original,train
"Get the DB entry and check for malware, making sure to log both actions.",12,"db_read -> log_audit_event, scan_malware -> log_audit_event",db_read;scan_malware;log_audit_event,0->2;1->2,fanin,original,train
"Time to loop in a Legal manager. Once that's done, stand up a new box for Legal. Next, file an incident report about ml-infer-05, and lastly credit Alice's account.",379,"create_ticket -> process_refund, escalate_to_human -> provision_vm, provision_vm -> create_ticket",escalate_to_human;provision_vm;create_ticket;process_refund,0->1;1->2;2->3,chain_medium,original,train
"The Engineering team needs us to restart the service on cdn-edge-06 and sweep payment-api-03 for IOCs, then converge and create a support case for Legal.",456,"restart_service -> create_ticket, scan_malware -> create_ticket",restart_service;scan_malware;create_ticket,0->2;1->2,fanin,original,train
"ASAP — downgrade Bob's account and ping Grace about it. Once both are done, scan prod-web-01 for threats.",459,"send_notification -> scan_malware, update_subscription -> scan_malware",update_subscription;send_notification;scan_malware,0->2;1->2,fanin,original,train
"Reboot payment-api-03, and then change Diana's auth credentials. To wrap up, generate the HR analytics.",309,"reset_password -> generate_report, restart_service -> reset_password",restart_service;reset_password;generate_report,0->1;1->2,chain_medium,original,train
"When you get a chance, log Bob's action for compliance, and then disconnect cdn-edge-06 from everything.",172,log_audit_event -> quarantine_system,log_audit_event;quarantine_system,0->1,chain_short,original,train
"Alice reported an issue — check the DB for Eve. Once that's done, change Eve's auth credentials, then commit Eve's update to the database. After that, shoot Alice an email, and lastly create an audit trail for #20891.",142,"db_read -> reset_password, db_write -> send_notification, reset_password -> db_write, send_notification -> log_audit_event",db_read;reset_password;db_write;send_notification;log_audit_event,0->1;1->2;2->3;3->4,chain_long,original,train
"Urgent: lock down prod-web-01. Next, create a virtual machine for HR.",193,quarantine_system -> provision_vm,quarantine_system;provision_vm,0->1,chain_short,original,train
ASAP — see what's going on with prod-web-01 and at the same time check the DB for Alice and launch an instance for Engineering.,414,"check_status -> db_read, check_status -> provision_vm",check_status;db_read;provision_vm,0->1;0->2,fanout,original,train
"Urgent: get a human involved for Diana, and then record the event in Engineering's log, and lastly rotate Alice's credentials.",327,"escalate_to_human -> log_audit_event, log_audit_event -> reset_password",escalate_to_human;log_audit_event;reset_password,0->1;1->2,chain_medium,original,train
"The HR team needs us to whip up a report for Marketing. Once that's done, fire off a notification to Frank.",47,generate_report -> send_notification,generate_report;send_notification,0->1,chain_short,original,train
"From Legal: restart the main process on cdn-edge-06. Once that's done, update Eve's record in the DB, and lastly nuke Eve's old login and issue a fresh one.",282,"db_write -> reset_password, restart_service -> db_write",restart_service;db_write;reset_password,0->1;1->2,chain_medium,original,train
"From Finance: adjust the billing tier for Alice — then dig up the history on Alice. To wrap up, give Bob their money back.",321,"db_read -> process_refund, update_subscription -> db_read",update_subscription;db_read;process_refund,0->1;1->2,chain_medium,original,train
"Quick one — assess prod-web-01's status — then log a Jira for Alice's issue, then pull payment-api-03 from production. To wrap up, refund Bob.",357,"check_status -> create_ticket, create_ticket -> quarantine_system, quarantine_system -> process_refund",check_status;create_ticket;quarantine_system;process_refund,0->1;1->2;2->3,chain_medium,original,train
"Quick one — pull ml-infer-05 from production, then ping cdn-edge-06 for a health check, then provision a new instance for Legal. Finally, wake up the on-call about cdn-edge-06.",377,"check_status -> provision_vm, provision_vm -> escalate_to_human, quarantine_system -> check_status",quarantine_system;check_status;provision_vm;escalate_to_human,0->1;1->2;2->3,chain_medium,original,train
"Look up the records for #53698. Next, isolate staging-db-02. To wrap up, log the whole staging-db-02 incident.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train
"When you get a chance, verify cdn-edge-06's health. After that, shoot Eve an email.",49,check_status -> send_notification,check_status;send_notification,0->1,chain_short,original,train
Diana reported an issue — give Frank their money back — then check the DB for Charlie.,235,process_refund -> db_read,process_refund;db_read,0->1,chain_short,original,train
"Time to check if auth-svc-04 is up. After that, spin up a tracking ticket for Charlie. Once that's done, pull payment-api-03 from production. End with refund Frank.",357,"check_status -> create_ticket, create_ticket -> quarantine_system, quarantine_system -> process_refund",check_status;create_ticket;quarantine_system;process_refund,0->1;1->2;2->3,chain_medium,original,train
"Time to fire off a notification to Charlie, and then pull Frank's data, then update Eve's record in the DB, and lastly downgrade Frank's account.",359,"db_read -> db_write, db_write -> update_subscription, send_notification -> db_read",send_notification;db_read;db_write;update_subscription,0->1;1->2;2->3,chain_medium,original,train
"Urgent: spin up a VM for Marketing — then build a compliance doc for HR. To wrap up, verify ml-infer-05's health.",279,"generate_report -> check_status, provision_vm -> generate_report",provision_vm;generate_report;check_status,0->1;1->2,chain_medium,original,train
"From Marketing: check the DB for Charlie. Next, quarantine staging-db-02. End with record the event in Engineering's log.",316,"db_read -> quarantine_system, quarantine_system -> log_audit_event",db_read;quarantine_system;log_audit_event,0->1;1->2,chain_medium,original,train
"Do me a favor and check if auth-svc-04 is up. Once that's done, log a Jira for Bob's issue. After that, lock down prod-web-01. Last step: reverse the charge on #20891.",357,"check_status -> create_ticket, create_ticket -> quarantine_system, quarantine_system -> process_refund",check_status;create_ticket;quarantine_system;process_refund,0->1;1->2;2->3,chain_medium,original,train
"For the Engineering team, stand up a new box for Engineering. After that, get a human involved for Alice — then look up the records for #10234. Finally, force a credential change for Alice.",360,"db_read -> reset_password, escalate_to_human -> db_read, provision_vm -> escalate_to_human",provision_vm;escalate_to_human;db_read;reset_password,0->1;1->2;2->3,chain_medium,original,train
"Pull Grace's data, followed by open a ticket for Bob.",57,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"Per Diana's request, loop in a Finance manager — then reboot prod-web-01 — then give Alice a new password. To wrap up, update Alice's subscription.",390,"escalate_to_human -> restart_service, reset_password -> update_subscription, restart_service -> reset_password",escalate_to_human;restart_service;reset_password;update_subscription,0->1;1->2;2->3,chain_medium,original,train
"ASAP — query the database about #20891. Once that's done, file an incident report about payment-api-03.",57,db_read -> create_ticket,db_read;create_ticket,0->1,chain_short,original,train
"Per Charlie's request, escalate Charlie's case to the on-call. Next, provision a new instance for Legal. After that, create a ticket about the Engineering issue. End with push the refund through for #20891.",379,"create_ticket -> process_refund, escalate_to_human -> provision_vm, provision_vm -> create_ticket",escalate_to_human;provision_vm;create_ticket;process_refund,0->1;1->2;2->3,chain_medium,original,train
"Do a security check on staging-db-02 — in parallel, lock down ml-infer-05 and file a bug about auth-svc-04.",101,"scan_malware -> create_ticket, scan_malware -> quarantine_system",scan_malware;quarantine_system;create_ticket,0->1;0->2,fanout,original,train
"Charlie is asking us to hand Eve's issue off to an engineer — then cycle cdn-edge-06. Finally, launch an instance for Finance.",332,"escalate_to_human -> restart_service, restart_service -> provision_vm",escalate_to_human;restart_service;provision_vm,0->1;1->2,chain_medium,original,train
Quick task: grab Eve's account details.,40,db_read,db_read,,single_node,original,train
"Per Alice's request, email Alice the update. Next, file a bug about staging-db-02, and lastly push the changes for Bob to the DB.",295,"create_ticket -> db_write, send_notification -> create_ticket",send_notification;create_ticket;db_write,0->1;1->2,chain_medium,original,train
"ASAP — investigate prod-web-01 for infections and verify cdn-edge-06's health, then converge and file an incident report about cdn-edge-06, and lastly shoot Bob an email.",125,"check_status -> create_ticket, create_ticket -> send_notification, scan_malware -> create_ticket",scan_malware;check_status;create_ticket;send_notification,0->2;1->2;2->3,fanin,original,train
"Urgent: credit Charlie's account, followed by log Frank's action for compliance.",63,process_refund -> log_audit_event,process_refund;log_audit_event,0->1,chain_short,original,train
"Quick one — create a virtual machine for Legal, and then run a malware sweep on auth-svc-04.",216,provision_vm -> scan_malware,provision_vm;scan_malware,0->1,chain_short,original,train
"I need you to check the DB for Grace, then notify the HR team.",3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
"Per Grace's request, check the DB for Eve, then give Frank a new password, followed by update Bob's record in the DB. After that, ping Bob about it. To wrap up, create an audit trail for #60122.",142,"db_read -> reset_password, db_write -> send_notification, reset_password -> db_write, send_notification -> log_audit_event",db_read;reset_password;db_write;send_notification;log_audit_event,0->1;1->2;2->3;3->4,chain_long,original,train
"Time to put together a report on ml-infer-05. Once that's done, do a security check on staging-db-02. To wrap up, give Charlie their money back.",274,"generate_report -> scan_malware, scan_malware -> process_refund",generate_report;scan_malware;process_refund,0->1;1->2,chain_medium,original,train
"Ticket INC-5560 says fetch #42017's info, then change Alice's auth credentials. Last step: send a heads-up to HR.",79,"db_read -> reset_password, reset_password -> send_notification",db_read;reset_password;send_notification,0->1;1->2,chain_medium,original,train
"Bob is asking us to notify the Marketing team. Next, spin up a tracking ticket for Frank. Finally, persist Frank's data to the database.",295,"create_ticket -> db_write, send_notification -> create_ticket",send_notification;create_ticket;db_write,0->1;1->2,chain_medium,original,train
"Do me a favor and check if prod-web-01 is up. Once that's done, log a Jira for Frank's issue. After that, lock down ml-infer-05. Last step: reverse the charge on #10234.",357,"check_status -> create_ticket, create_ticket -> quarantine_system, quarantine_system -> process_refund",check_status;create_ticket;quarantine_system;process_refund,0->1;1->2;2->3,chain_medium,original,train
"Frank is asking us to disconnect payment-api-03 from everything. Next, create a virtual machine for Finance.",193,quarantine_system -> provision_vm,quarantine_system;provision_vm,0->1,chain_short,original,train
"Push the refund through and downgrade their plan, then send one email confirming both.",13,"process_refund -> send_notification, update_subscription -> send_notification",process_refund;update_subscription;send_notification,0->2;1->2,fanin,original,train
"Eve is asking us to create an audit trail for #53698 and file an incident report about ml-infer-05. After those finish, update Frank's record in the DB.",469,"create_ticket -> db_write, log_audit_event -> db_write",log_audit_event;create_ticket;db_write,0->2;1->2,fanin,original,train
"For the Legal team, restart the main process on staging-db-02, followed by save the changes for Diana to the DB. Last step: give Diana a new password.",282,"db_write -> reset_password, restart_service -> db_write",restart_service;db_write;reset_password,0->1;1->2,chain_medium,original,train
"Quick one — give Eve a new password, followed by investigate prod-web-01 for infections.",229,reset_password -> scan_malware,reset_password;scan_malware,0->1,chain_short,original,train
"Per Charlie's request, disconnect auth-svc-04 from everything. Next, drop an audit entry for cdn-edge-06.",52,quarantine_system -> log_audit_event,quarantine_system;log_audit_event,0->1,chain_short,original,train
"Get the DB entry and check for malware, making sure to log both actions.",12,"db_read -> log_audit_event, scan_malware -> log_audit_event",db_read;scan_malware;log_audit_event,0->2;1->2,fanin,original,train
"We gotta blast an alert to Engineering, and then run a malware sweep on prod-web-01. Finally, stand up a new box for Finance.",258,"scan_malware -> provision_vm, send_notification -> scan_malware",send_notification;scan_malware;provision_vm,0->1;1->2,chain_medium,original,train
"For the Engineering team, stand up a new box for Legal. After that, get a human involved for Bob — then look up the records for #42017. Finally, force a credential change for Eve.",360,"db_read -> reset_password, escalate_to_human -> db_read, provision_vm -> escalate_to_human",provision_vm;escalate_to_human;db_read;reset_password,0->1;1->2;2->3,chain_medium,original,train
"Diagnose prod-web-01, scan for threats, pull it off the network, restart, escalate to management, notify stakeholders, and log for compliance.",16,"check_status -> scan_malware, escalate_to_human -> send_notification, quarantine_system -> restart_service, restart_service -> escalate_to_human, scan_malware -> quarantine_system, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train
"From HR: sweep cdn-edge-06 for IOCs and see what's going on with cdn-edge-06, then converge and create a support case for Engineering. End with shoot Grace an email.",125,"check_status -> create_ticket, create_ticket -> send_notification, scan_malware -> create_ticket",scan_malware;check_status;create_ticket;send_notification,0->2;1->2;2->3,fanin,original,train
"Check health of cdn-edge-06, run security sweep, quarantine, reboot, escalate the incident, send a blast to Engineering, and make an audit entry.",16,"check_status -> scan_malware, escalate_to_human -> send_notification, quarantine_system -> restart_service, restart_service -> escalate_to_human, scan_malware -> quarantine_system, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train
"For the HR team, put together a report on auth-svc-04. After that, fire off a notification to Alice.",47,generate_report -> send_notification,generate_report;send_notification,0->1,chain_short,original,train
"Ticket INC-8842 says escalate Grace's case to the on-call. Next, give ml-infer-05 a kick — then nuke Alice's old login and issue a fresh one. Last step: modify Bob's subscription.",390,"escalate_to_human -> restart_service, reset_password -> update_subscription, restart_service -> reset_password",escalate_to_human;restart_service;reset_password;update_subscription,0->1;1->2;2->3,chain_medium,original,train
Ticket INC-7733 says change Eve's auth credentials — then update Alice's subscription. End with stand up a new box for Marketing.,308,"reset_password -> update_subscription, update_subscription -> provision_vm",reset_password;update_subscription;provision_vm,0->1;1->2,chain_medium,original,train
"Quick one — read Alice's profile from the database. Next, give Diana their money back, then update Bob's record in the DB. Once that's done, log Bob's action for compliance. Last step: fire off a notification to Frank.",140,"db_read -> process_refund, db_write -> log_audit_event, log_audit_event -> send_notification, process_refund -> db_write",db_read;process_refund;db_write;log_audit_event;send_notification,0->1;1->2;2->3;3->4,chain_long,original,train
"Ticket INC-1198 says fetch #31450's info, then change Bob's auth credentials. Last step: send a heads-up to HR.",79,"db_read -> reset_password, reset_password -> send_notification",db_read;reset_password;send_notification,0->1;1->2,chain_medium,original,train
"For the Legal team, process the payout for Alice — then diagnose staging-db-02.",183,process_refund -> check_status,process_refund;check_status,0->1,chain_short,original,train
"Urgent: lock down staging-db-02. Next, create a virtual machine for Marketing.",193,quarantine_system -> provision_vm,quarantine_system;provision_vm,0->1,chain_short,original,train
Do me a favor and adjust the billing tier for Bob while also reverse the charge on #42017 and yank ml-infer-05 off the network.,412,"update_subscription -> process_refund, update_subscription -> quarantine_system",update_subscription;process_refund;quarantine_system,0->1;0->2,fanout,original,train
"For the HR team, compile a summary for Finance, then investigate staging-db-02 for infections. End with give Diana their money back.",274,"generate_report -> scan_malware, scan_malware -> process_refund",generate_report;scan_malware;process_refund,0->1;1->2,chain_medium,original,train
"Bob reported an issue — give Alice their money back. Once that's done, record the event in Marketing's log.",63,process_refund -> log_audit_event,process_refund;log_audit_event,0->1,chain_short,original,train
"We gotta diagnose staging-db-02, followed by reboot payment-api-03. Last step: log Grace's action for compliance.",71,"check_status -> restart_service, restart_service -> log_audit_event",check_status;restart_service;log_audit_event,0->1;1->2,chain_medium,original,train
