query,positive_dag_id,negative_dag_id,negative_type,neg_tools,neg_edges,neg_dag_text
"For the Finance team, check ml-infer-05 for vulnerabilities — then plan maintenance on staging-db-02 for HR, and lastly roll out the containerised app to payment-api-03.",316,neg_221,add_edge,scan_malware;schedule_maintenance;deploy_container,0->1;1->2;0->2,"scan_malware -> deploy_container, scan_malware -> schedule_maintenance, schedule_maintenance -> deploy_container"
"For the Finance team, check ml-infer-05 for vulnerabilities — then plan maintenance on staging-db-02 for HR, and lastly roll out the containerised app to payment-api-03.",316,neg_222,extra_node,scan_malware;schedule_maintenance;deploy_container;restore_backup,0->1;1->2;3->2,"restore_backup -> deploy_container, scan_malware -> schedule_maintenance, schedule_maintenance -> deploy_container"
"When you get a chance, create a support case for Marketing. Once that's done, scan auth-svc-04 for threats.",274,neg_223,swap_tools,log_audit_event;approve_access,0->1,log_audit_event -> approve_access
"When you get a chance, create a support case for Marketing. Once that's done, scan auth-svc-04 for threats.",274,neg_224,extra_node,create_ticket;scan_malware;remove_role,0->1;2->0,"create_ticket -> scan_malware, remove_role -> create_ticket"
"When you get a chance, store the Legal config in the database. Once that's done, move HR's stale data to cold storage.",279,neg_225,swap_tools,db_read;export_data,0->1,db_read -> export_data
"When you get a chance, store the Legal config in the database. Once that's done, move HR's stale data to cold storage.",279,neg_226,extra_node,db_write;archive_data;snapshot_vm,0->1;0->2,"db_write -> archive_data, db_write -> snapshot_vm"
"When you get a chance, change Frank's plan, then fire off a notification to Frank. Last step: scale auth-svc-04 down to save costs.",360,neg_227,swap_edges,update_subscription;send_notification;scale_service,1->2;1->0,"send_notification -> scale_service, send_notification -> update_subscription"
"When you get a chance, change Frank's plan, then fire off a notification to Frank. Last step: scale auth-svc-04 down to save costs.",360,neg_228,swap_tools,db_write;archive_data;restore_backup,0->1;1->2,"archive_data -> restore_backup, db_write -> archive_data"
"When you get a chance, change Frank's plan, then fire off a notification to Frank. Last step: scale auth-svc-04 down to save costs.",360,neg_229,remove_edge,update_subscription;send_notification;scale_service,1->2,send_notification -> scale_service
"When you get a chance, change Frank's plan, then fire off a notification to Frank. Last step: scale auth-svc-04 down to save costs.",360,neg_230,add_edge,update_subscription;send_notification;scale_service,0->1;1->2;0->2,"send_notification -> scale_service, update_subscription -> scale_service, update_subscription -> send_notification"
"When you get a chance, change Frank's plan, then fire off a notification to Frank. Last step: scale auth-svc-04 down to save costs.",360,neg_231,extra_node,update_subscription;send_notification;scale_service;create_ticket,0->1;1->2;1->3,"send_notification -> create_ticket, send_notification -> scale_service, update_subscription -> send_notification"
"Diagnose the crash, try a restart and involve an engineer, then create a Jira.",15,neg_232,swap_edges,check_status;restart_service;escalate_to_human;create_ticket,1->3;3->0;1->2;0->2,"check_status -> escalate_to_human, create_ticket -> check_status, restart_service -> create_ticket, restart_service -> escalate_to_human"
"Diagnose the crash, try a restart and involve an engineer, then create a Jira.",15,neg_233,swap_tools,assign_role;escalate_to_human;create_alert_rule;merge_accounts,0->1;0->2;1->3;2->3,"assign_role -> create_alert_rule, assign_role -> escalate_to_human, create_alert_rule -> merge_accounts, escalate_to_human -> merge_accounts"
"Diagnose the crash, try a restart and involve an engineer, then create a Jira.",15,neg_234,remove_edge,check_status;restart_service;escalate_to_human;create_ticket,0->1;0->2;1->3,"check_status -> escalate_to_human, check_status -> restart_service, restart_service -> create_ticket"
"Diagnose the crash, try a restart and involve an engineer, then create a Jira.",15,neg_235,add_edge,check_status;restart_service;escalate_to_human;create_ticket,0->1;0->2;1->3;2->3;2->1,"check_status -> escalate_to_human, check_status -> restart_service, escalate_to_human -> create_ticket, escalate_to_human -> restart_service, restart_service -> create_ticket"
"Diagnose the crash, try a restart and involve an engineer, then create a Jira.",15,neg_236,extra_node,check_status;restart_service;escalate_to_human;create_ticket;export_data,0->1;0->2;1->3;2->3;4->3,"check_status -> escalate_to_human, check_status -> restart_service, escalate_to_human -> create_ticket, export_data -> create_ticket, restart_service -> create_ticket"
"Quick one — plan maintenance on ml-infer-05 for Finance. Next, disconnect cdn-edge-06 from everything. Last step: look up the records for #42017.",388,neg_237,swap_edges,schedule_maintenance;quarantine_system;db_read,0->1;0->2,"schedule_maintenance -> db_read, schedule_maintenance -> quarantine_system"
"Quick one — plan maintenance on ml-infer-05 for Finance. Next, disconnect cdn-edge-06 from everything. Last step: look up the records for #42017.",388,neg_238,swap_tools,block_ip_address;db_write;create_ticket,0->1;1->2,"block_ip_address -> db_write, db_write -> create_ticket"
"Quick one — plan maintenance on ml-infer-05 for Finance. Next, disconnect cdn-edge-06 from everything. Last step: look up the records for #42017.",388,neg_239,remove_edge,schedule_maintenance;quarantine_system;db_read,0->1,schedule_maintenance -> quarantine_system
"Quick one — plan maintenance on ml-infer-05 for Finance. Next, disconnect cdn-edge-06 from everything. Last step: look up the records for #42017.",388,neg_240,add_edge,schedule_maintenance;quarantine_system;db_read,0->1;1->2;0->2,"quarantine_system -> db_read, schedule_maintenance -> db_read, schedule_maintenance -> quarantine_system"
"Quick one — plan maintenance on ml-infer-05 for Finance. Next, disconnect cdn-edge-06 from everything. Last step: look up the records for #42017.",388,neg_241,extra_node,schedule_maintenance;quarantine_system;db_read;invalidate_cache,0->1;1->2;3->2,"invalidate_cache -> db_read, quarantine_system -> db_read, schedule_maintenance -> quarantine_system"
"For the Finance team, flush the cache on staging-db-02, then bring staging-db-02 back from the snapshot.",216,neg_242,swap_tools,schedule_maintenance;merge_accounts,0->1,schedule_maintenance -> merge_accounts
"For the Finance team, flush the cache on staging-db-02, then bring staging-db-02 back from the snapshot.",216,neg_243,extra_node,invalidate_cache;restore_backup;tag_resource,0->1;1->2,"invalidate_cache -> restore_backup, restore_backup -> tag_resource"
Ship the new build to prod-web-01 and let Legal know it's live.,40,neg_244,swap_tools,rotate_api_key;revoke_access,0->1,rotate_api_key -> revoke_access
Ship the new build to prod-web-01 and let Legal know it's live.,40,neg_245,extra_node,deploy_container;send_notification;send_notification,0->1;1->2,"deploy_container -> send_notification, send_notification -> send_notification"
"Diana is asking us to diagnose auth-svc-04. Next, loop in a Legal manager. After that, spin up a tracking ticket for Diana. Finally, email Alice the update.",119,neg_246,swap_edges,check_status;escalate_to_human;create_ticket;send_notification,0->2;3->1;2->1,"check_status -> create_ticket, create_ticket -> escalate_to_human, send_notification -> escalate_to_human"
"Diana is asking us to diagnose auth-svc-04. Next, loop in a Legal manager. After that, spin up a tracking ticket for Diana. Finally, email Alice the update.",119,neg_247,swap_tools,export_data;migrate_database;trigger_failover;block_ip_address,0->1;1->2;2->3,"export_data -> migrate_database, migrate_database -> trigger_failover, trigger_failover -> block_ip_address"
"Diana is asking us to diagnose auth-svc-04. Next, loop in a Legal manager. After that, spin up a tracking ticket for Diana. Finally, email Alice the update.",119,neg_248,remove_edge,check_status;escalate_to_human;create_ticket;send_notification,0->1;1->2,"check_status -> escalate_to_human, escalate_to_human -> create_ticket"
"Diana is asking us to diagnose auth-svc-04. Next, loop in a Legal manager. After that, spin up a tracking ticket for Diana. Finally, email Alice the update.",119,neg_249,add_edge,check_status;escalate_to_human;create_ticket;send_notification,0->1;1->2;2->3;0->3,"check_status -> escalate_to_human, check_status -> send_notification, create_ticket -> send_notification, escalate_to_human -> create_ticket"
"Diana is asking us to diagnose auth-svc-04. Next, loop in a Legal manager. After that, spin up a tracking ticket for Diana. Finally, email Alice the update.",119,neg_250,extra_node,check_status;escalate_to_human;create_ticket;send_notification;create_ticket,0->1;1->2;2->3;1->4,"check_status -> escalate_to_human, create_ticket -> send_notification, escalate_to_human -> create_ticket, escalate_to_human -> create_ticket"
"Do me a favor and check if prod-web-01 is up, and then sweep staging-db-02 for IOCs. Last step: create a support case for HR.",104,neg_251,swap_edges,check_status;scan_malware;create_ticket,0->2;0->1,"check_status -> create_ticket, check_status -> scan_malware"
"Do me a favor and check if prod-web-01 is up, and then sweep staging-db-02 for IOCs. Last step: create a support case for HR.",104,neg_252,swap_tools,schedule_maintenance;db_read;invalidate_cache,0->1;1->2,"db_read -> invalidate_cache, schedule_maintenance -> db_read"
"Do me a favor and check if prod-web-01 is up, and then sweep staging-db-02 for IOCs. Last step: create a support case for HR.",104,neg_253,remove_edge,check_status;scan_malware;create_ticket,0->1,check_status -> scan_malware
"Do me a favor and check if prod-web-01 is up, and then sweep staging-db-02 for IOCs. Last step: create a support case for HR.",104,neg_254,add_edge,check_status;scan_malware;create_ticket,0->1;1->2;0->2,"check_status -> create_ticket, check_status -> scan_malware, scan_malware -> create_ticket"
"Do me a favor and check if prod-web-01 is up, and then sweep staging-db-02 for IOCs. Last step: create a support case for HR.",104,neg_255,extra_node,check_status;scan_malware;create_ticket;provision_vm,0->1;1->2;2->3,"check_status -> scan_malware, create_ticket -> provision_vm, scan_malware -> create_ticket"
"Bob is asking us to dump the database on staging-db-02 — then process the payout for Charlie. To wrap up, execute the build pipeline for ml-infer-05.",309,neg_256,swap_edges,backup_database;process_refund;run_pipeline,2->1;0->1,"backup_database -> process_refund, run_pipeline -> process_refund"
"Bob is asking us to dump the database on staging-db-02 — then process the payout for Charlie. To wrap up, execute the build pipeline for ml-infer-05.",309,neg_257,swap_tools,disable_feature_flag;generate_report;run_load_test,0->1;1->2,"disable_feature_flag -> generate_report, generate_report -> run_load_test"
"Bob is asking us to dump the database on staging-db-02 — then process the payout for Charlie. To wrap up, execute the build pipeline for ml-infer-05.",309,neg_258,remove_edge,backup_database;process_refund;run_pipeline,0->1,backup_database -> process_refund
"Bob is asking us to dump the database on staging-db-02 — then process the payout for Charlie. To wrap up, execute the build pipeline for ml-infer-05.",309,neg_259,add_edge,backup_database;process_refund;run_pipeline,0->1;1->2;0->2,"backup_database -> process_refund, backup_database -> run_pipeline, process_refund -> run_pipeline"
"Bob is asking us to dump the database on staging-db-02 — then process the payout for Charlie. To wrap up, execute the build pipeline for ml-infer-05.",309,neg_260,extra_node,backup_database;process_refund;run_pipeline;migrate_database,0->1;1->2;3->2,"backup_database -> process_refund, migrate_database -> run_pipeline, process_refund -> run_pipeline"
Grab the mailing list for Legal and send out the weekly alert.,3,neg_261,swap_tools,deploy_container;block_ip_address,0->1,deploy_container -> block_ip_address
Grab the mailing list for Legal and send out the weekly alert.,3,neg_262,extra_node,db_read;send_notification;send_notification,0->1;1->2,"db_read -> send_notification, send_notification -> send_notification"
"Diagnose prod-web-01, scan for threats, pull it off the network, restart, escalate to management, notify stakeholders, and log for compliance.",16,neg_263,swap_edges,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,4->1;5->6;3->0;6->2;5->4;4->6,"escalate_to_human -> log_audit_event, escalate_to_human -> scan_malware, log_audit_event -> quarantine_system, restart_service -> check_status, send_notification -> escalate_to_human, send_notification -> log_audit_event"
"Diagnose prod-web-01, scan for threats, pull it off the network, restart, escalate to management, notify stakeholders, and log for compliance.",16,neg_264,swap_tools,check_status;quarantine_system;revoke_access;unblock_ip_address;generate_report;invalidate_cache;migrate_database,0->1;1->2;2->3;3->4;4->5;5->6,"check_status -> quarantine_system, generate_report -> invalidate_cache, invalidate_cache -> migrate_database, quarantine_system -> revoke_access, revoke_access -> unblock_ip_address, unblock_ip_address -> generate_report"
"Diagnose prod-web-01, scan for threats, pull it off the network, restart, escalate to management, notify stakeholders, and log for compliance.",16,neg_265,remove_edge,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;2->3;3->4;4->5;5->6,"check_status -> scan_malware, escalate_to_human -> send_notification, quarantine_system -> restart_service, restart_service -> escalate_to_human, send_notification -> log_audit_event"
"Diagnose prod-web-01, scan for threats, pull it off the network, restart, escalate to management, notify stakeholders, and log for compliance.",16,neg_266,add_edge,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6;1->5,"check_status -> scan_malware, escalate_to_human -> send_notification, quarantine_system -> restart_service, restart_service -> escalate_to_human, scan_malware -> quarantine_system, scan_malware -> send_notification, send_notification -> log_audit_event"
"Diagnose prod-web-01, scan for threats, pull it off the network, restart, escalate to management, notify stakeholders, and log for compliance.",16,neg_267,extra_node,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event;assign_role,0->1;1->2;2->3;3->4;4->5;5->6;5->7,"check_status -> scan_malware, escalate_to_human -> send_notification, quarantine_system -> restart_service, restart_service -> escalate_to_human, scan_malware -> quarantine_system, send_notification -> assign_role, send_notification -> log_audit_event"
"Execute the data migration for Finance. After that, archive Alice's old records, and then bring in tier-2 support for Frank. Finally, set Eve up with read-write access.",424,neg_268,swap_edges,migrate_database;archive_data;escalate_to_human;assign_role,1->3;3->2;1->2,"archive_data -> assign_role, archive_data -> escalate_to_human, assign_role -> escalate_to_human"
"Execute the data migration for Finance. After that, archive Alice's old records, and then bring in tier-2 support for Frank. Finally, set Eve up with read-write access.",424,neg_269,swap_tools,invalidate_cache;db_read;enable_feature_flag;unblock_ip_address,0->1;1->2;2->3,"db_read -> enable_feature_flag, enable_feature_flag -> unblock_ip_address, invalidate_cache -> db_read"
"Execute the data migration for Finance. After that, archive Alice's old records, and then bring in tier-2 support for Frank. Finally, set Eve up with read-write access.",424,neg_270,remove_edge,migrate_database;archive_data;escalate_to_human;assign_role,0->1;1->2,"archive_data -> escalate_to_human, migrate_database -> archive_data"
"Execute the data migration for Finance. After that, archive Alice's old records, and then bring in tier-2 support for Frank. Finally, set Eve up with read-write access.",424,neg_271,add_edge,migrate_database;archive_data;escalate_to_human;assign_role,0->1;1->2;2->3;0->3,"archive_data -> escalate_to_human, escalate_to_human -> assign_role, migrate_database -> archive_data, migrate_database -> assign_role"
"Execute the data migration for Finance. After that, archive Alice's old records, and then bring in tier-2 support for Frank. Finally, set Eve up with read-write access.",424,neg_272,extra_node,migrate_database;archive_data;escalate_to_human;assign_role;rollback_deployment,0->1;1->2;2->3;4->3,"archive_data -> escalate_to_human, escalate_to_human -> assign_role, migrate_database -> archive_data, rollback_deployment -> assign_role"
"I need you to generate a data export for HR and scale up auth-svc-04. Once both are done, refresh the API token for Marketing.",514,neg_273,swap_edges,export_data;scale_service;rotate_api_key,0->2;1->0,"export_data -> rotate_api_key, scale_service -> export_data"
"I need you to generate a data export for HR and scale up auth-svc-04. Once both are done, refresh the API token for Marketing.",514,neg_274,swap_tools,db_read;deploy_container;remove_role,0->2;1->2,"db_read -> remove_role, deploy_container -> remove_role"
"I need you to generate a data export for HR and scale up auth-svc-04. Once both are done, refresh the API token for Marketing.",514,neg_275,remove_edge,export_data;scale_service;rotate_api_key,0->2,export_data -> rotate_api_key
"I need you to generate a data export for HR and scale up auth-svc-04. Once both are done, refresh the API token for Marketing.",514,neg_276,add_edge,export_data;scale_service;rotate_api_key,0->2;1->2;0->1,"export_data -> rotate_api_key, export_data -> scale_service, scale_service -> rotate_api_key"
"I need you to generate a data export for HR and scale up auth-svc-04. Once both are done, refresh the API token for Marketing.",514,neg_277,extra_node,export_data;scale_service;rotate_api_key;rollback_deployment,0->2;1->2;1->3,"export_data -> rotate_api_key, scale_service -> rollback_deployment, scale_service -> rotate_api_key"
"Grace is asking us to move cdn-edge-06's ownership to Marketing, followed by run a malware sweep on payment-api-03. Finally, mark staging-db-02 with the project identifier.",357,neg_278,swap_edges,transfer_ownership;scan_malware;tag_resource,0->1;2->1,"tag_resource -> scan_malware, transfer_ownership -> scan_malware"
"Grace is asking us to move cdn-edge-06's ownership to Marketing, followed by run a malware sweep on payment-api-03. Finally, mark staging-db-02 with the project identifier.",357,neg_279,swap_tools,reset_password;unblock_ip_address;create_alert_rule,0->1;1->2,"reset_password -> unblock_ip_address, unblock_ip_address -> create_alert_rule"
"Grace is asking us to move cdn-edge-06's ownership to Marketing, followed by run a malware sweep on payment-api-03. Finally, mark staging-db-02 with the project identifier.",357,neg_280,remove_edge,transfer_ownership;scan_malware;tag_resource,1->2,scan_malware -> tag_resource
"Grace is asking us to move cdn-edge-06's ownership to Marketing, followed by run a malware sweep on payment-api-03. Finally, mark staging-db-02 with the project identifier.",357,neg_281,add_edge,transfer_ownership;scan_malware;tag_resource,0->1;1->2;0->2,"scan_malware -> tag_resource, transfer_ownership -> scan_malware, transfer_ownership -> tag_resource"
"Grace is asking us to move cdn-edge-06's ownership to Marketing, followed by run a malware sweep on payment-api-03. Finally, mark staging-db-02 with the project identifier.",357,neg_282,extra_node,transfer_ownership;scan_malware;tag_resource;trigger_failover,0->1;1->2;2->3,"scan_malware -> tag_resource, tag_resource -> trigger_failover, transfer_ownership -> scan_malware"
ASAP — fold Alice's secondary account into the primary — then nuke Grace's old login and issue a fresh one.,229,neg_283,swap_tools,remove_role;run_load_test,0->1,remove_role -> run_load_test
ASAP — fold Alice's secondary account into the primary — then nuke Grace's old login and issue a fresh one.,229,neg_284,extra_node,merge_accounts;reset_password;archive_data,0->1;1->2,"merge_accounts -> reset_password, reset_password -> archive_data"
"Diana is asking us to block the suspicious IP hitting prod-web-01, then grant Grace permissions to staging-db-02. After that, undo the IP block on prod-web-01, and lastly bump the capacity on payment-api-03.",433,neg_285,swap_edges,block_ip_address;approve_access;unblock_ip_address;scale_service,0->3;3->2;0->1,"block_ip_address -> approve_access, block_ip_address -> scale_service, scale_service -> unblock_ip_address"
"Diana is asking us to block the suspicious IP hitting prod-web-01, then grant Grace permissions to staging-db-02. After that, undo the IP block on prod-web-01, and lastly bump the capacity on payment-api-03.",433,neg_286,swap_tools,send_notification;restart_service;reset_password;scale_service,0->1;1->2;2->3,"reset_password -> scale_service, restart_service -> reset_password, send_notification -> restart_service"
"Diana is asking us to block the suspicious IP hitting prod-web-01, then grant Grace permissions to staging-db-02. After that, undo the IP block on prod-web-01, and lastly bump the capacity on payment-api-03.",433,neg_287,remove_edge,block_ip_address;approve_access;unblock_ip_address;scale_service,0->1;1->2,"approve_access -> unblock_ip_address, block_ip_address -> approve_access"
"Diana is asking us to block the suspicious IP hitting prod-web-01, then grant Grace permissions to staging-db-02. After that, undo the IP block on prod-web-01, and lastly bump the capacity on payment-api-03.",433,neg_288,add_edge,block_ip_address;approve_access;unblock_ip_address;scale_service,0->1;1->2;2->3;1->3,"approve_access -> scale_service, approve_access -> unblock_ip_address, block_ip_address -> approve_access, unblock_ip_address -> scale_service"
"Diana is asking us to block the suspicious IP hitting prod-web-01, then grant Grace permissions to staging-db-02. After that, undo the IP block on prod-web-01, and lastly bump the capacity on payment-api-03.",433,neg_289,extra_node,block_ip_address;approve_access;unblock_ip_address;scale_service;reset_password,0->1;1->2;2->3;2->4,"approve_access -> unblock_ip_address, block_ip_address -> approve_access, unblock_ip_address -> reset_password, unblock_ip_address -> scale_service"
"Per Alice's request, label payment-api-03 for tracking. After that, purge ml-infer-05's cached data.",258,neg_290,swap_tools,rollback_deployment;enable_feature_flag,0->1,rollback_deployment -> enable_feature_flag
"Per Alice's request, label payment-api-03 for tracking. After that, purge ml-infer-05's cached data.",258,neg_291,extra_node,tag_resource;invalidate_cache;rollback_deployment,0->1;1->2,"invalidate_cache -> rollback_deployment, tag_resource -> invalidate_cache"
"Per Grace's request, cycle ml-infer-05. After that, set up DNS for auth-svc-04. Finally, create a VM snapshot for staging-db-02.",301,neg_292,swap_edges,restart_service;create_dns_record;snapshot_vm,2->1;0->1,"restart_service -> create_dns_record, snapshot_vm -> create_dns_record"
"Per Grace's request, cycle ml-infer-05. After that, set up DNS for auth-svc-04. Finally, create a VM snapshot for staging-db-02.",301,neg_293,swap_tools,db_write;archive_data;assign_role,0->1;1->2,"archive_data -> assign_role, db_write -> archive_data"
"Per Grace's request, cycle ml-infer-05. After that, set up DNS for auth-svc-04. Finally, create a VM snapshot for staging-db-02.",301,neg_294,remove_edge,restart_service;create_dns_record;snapshot_vm,1->2,create_dns_record -> snapshot_vm
"Per Grace's request, cycle ml-infer-05. After that, set up DNS for auth-svc-04. Finally, create a VM snapshot for staging-db-02.",301,neg_295,add_edge,restart_service;create_dns_record;snapshot_vm,0->1;1->2;0->2,"create_dns_record -> snapshot_vm, restart_service -> create_dns_record, restart_service -> snapshot_vm"
"Per Grace's request, cycle ml-infer-05. After that, set up DNS for auth-svc-04. Finally, create a VM snapshot for staging-db-02.",301,neg_296,extra_node,restart_service;create_dns_record;snapshot_vm;enable_feature_flag,0->1;1->2;3->0,"create_dns_record -> snapshot_vm, enable_feature_flag -> restart_service, restart_service -> create_dns_record"
"Frank reported an issue — get a new certificate for payment-api-03, and then join the two accounts for Frank into one. Next, spin up a VM for Legal. End with create an audit trail for #42017.",412,neg_297,swap_edges,renew_certificate;merge_accounts;provision_vm;log_audit_event,1->0;1->3;1->2,"merge_accounts -> log_audit_event, merge_accounts -> provision_vm, merge_accounts -> renew_certificate"
"Frank reported an issue — get a new certificate for payment-api-03, and then join the two accounts for Frank into one. Next, spin up a VM for Legal. End with create an audit trail for #42017.",412,neg_298,swap_tools,tag_resource;run_pipeline;db_write;block_ip_address,0->1;1->2;2->3,"db_write -> block_ip_address, run_pipeline -> db_write, tag_resource -> run_pipeline"
"Frank reported an issue — get a new certificate for payment-api-03, and then join the two accounts for Frank into one. Next, spin up a VM for Legal. End with create an audit trail for #42017.",412,neg_299,remove_edge,renew_certificate;merge_accounts;provision_vm;log_audit_event,1->2;2->3,"merge_accounts -> provision_vm, provision_vm -> log_audit_event"
"Frank reported an issue — get a new certificate for payment-api-03, and then join the two accounts for Frank into one. Next, spin up a VM for Legal. End with create an audit trail for #42017.",412,neg_300,add_edge,renew_certificate;merge_accounts;provision_vm;log_audit_event,0->1;1->2;2->3;0->3,"merge_accounts -> provision_vm, provision_vm -> log_audit_event, renew_certificate -> log_audit_event, renew_certificate -> merge_accounts"
"Frank reported an issue — get a new certificate for payment-api-03, and then join the two accounts for Frank into one. Next, spin up a VM for Legal. End with create an audit trail for #42017.",412,neg_301,extra_node,renew_certificate;merge_accounts;provision_vm;log_audit_event;restart_service,0->1;1->2;2->3;2->4,"merge_accounts -> provision_vm, provision_vm -> log_audit_event, provision_vm -> restart_service, renew_certificate -> merge_accounts"
"ASAP — cut off Frank's permissions — in parallel, roll back the last deploy on auth-svc-04 and sweep staging-db-02 for IOCs.",445,neg_302,swap_edges,revoke_access;rollback_deployment;scan_malware,1->2;1->0,"rollback_deployment -> revoke_access, rollback_deployment -> scan_malware"
"ASAP — cut off Frank's permissions — in parallel, roll back the last deploy on auth-svc-04 and sweep staging-db-02 for IOCs.",445,neg_303,swap_tools,db_write;assign_role;rotate_api_key,0->1;0->2,"db_write -> assign_role, db_write -> rotate_api_key"
"ASAP — cut off Frank's permissions — in parallel, roll back the last deploy on auth-svc-04 and sweep staging-db-02 for IOCs.",445,neg_304,remove_edge,revoke_access;rollback_deployment;scan_malware,0->1,revoke_access -> rollback_deployment
"ASAP — cut off Frank's permissions — in parallel, roll back the last deploy on auth-svc-04 and sweep staging-db-02 for IOCs.",445,neg_305,add_edge,revoke_access;rollback_deployment;scan_malware,0->1;0->2;1->2,"revoke_access -> rollback_deployment, revoke_access -> scan_malware, rollback_deployment -> scan_malware"
"ASAP — cut off Frank's permissions — in parallel, roll back the last deploy on auth-svc-04 and sweep staging-db-02 for IOCs.",445,neg_306,extra_node,revoke_access;rollback_deployment;scan_malware;db_write,0->1;0->2;1->3,"revoke_access -> rollback_deployment, revoke_access -> scan_malware, rollback_deployment -> db_write"
"Schedule the maintenance, notify Finance and take a backup, then log it all.",47,neg_307,swap_edges,schedule_maintenance;send_notification;backup_database;log_audit_event,1->0;3->0;1->3;1->2,"log_audit_event -> schedule_maintenance, send_notification -> backup_database, send_notification -> log_audit_event, send_notification -> schedule_maintenance"
"Schedule the maintenance, notify Finance and take a backup, then log it all.",47,neg_308,swap_tools,approve_access;backup_database;update_subscription;assign_role,0->1;0->2;1->3;2->3,"approve_access -> backup_database, approve_access -> update_subscription, backup_database -> assign_role, update_subscription -> assign_role"
"Schedule the maintenance, notify Finance and take a backup, then log it all.",47,neg_309,remove_edge,schedule_maintenance;send_notification;backup_database;log_audit_event,0->1;1->3;2->3,"backup_database -> log_audit_event, schedule_maintenance -> send_notification, send_notification -> log_audit_event"
"Schedule the maintenance, notify Finance and take a backup, then log it all.",47,neg_310,add_edge,schedule_maintenance;send_notification;backup_database;log_audit_event,0->1;0->2;1->3;2->3;2->1,"backup_database -> log_audit_event, backup_database -> send_notification, schedule_maintenance -> backup_database, schedule_maintenance -> send_notification, send_notification -> log_audit_event"
"Schedule the maintenance, notify Finance and take a backup, then log it all.",47,neg_311,extra_node,schedule_maintenance;send_notification;backup_database;log_audit_event;migrate_database,0->1;0->2;1->3;2->3;4->1,"backup_database -> log_audit_event, migrate_database -> send_notification, schedule_maintenance -> backup_database, schedule_maintenance -> send_notification, send_notification -> log_audit_event"
